rank,bigram,count,share_of_all_bigrams,movement_class,row_change,from_hand,from_finger,from_row,to_hand,to_finger,to_row
313,wl,429185823,0.00015221175189898594,alternate_hands,True,L,ring,top,R,ring,home
314,rh,426095630,0.00015111580775304897,alternate_hands,True,L,index,top,R,index,home
315,yl,416082307,0.00014756455942544424,same_hand_different_fingers,True,R,index,top,R,ring,home
316,hs,414044112,0.00014684170882079659,alternate_hands,False,R,index,home,L,ring,home
317,ah,384694919,0.0001364329491555188,alternate_hands,False,L,pinky,home,R,index,home
318,yc,380670476,0.00013500567107078203,alternate_hands,True,R,index,top,L,middle,bottom
319,yn,372595315,0.00013214179641135189,same_finger_different_key,True,R,index,top,R,index,bottom
320,rw,359714599,0.00012757362047681434,same_hand_different_fingers,False,L,index,top,L,ring,top
321,hm,359316447,0.0001274324149425344,same_finger_different_key,True,R,index,home,R,index,bottom
322,lw,356374125,0.0001263889135912073,alternate_hands,True,R,ring,home,L,ring,top
323,hl,355049620,0.00012591917480757334,same_hand_different_fingers,False,R,index,home,R,ring,home
324,ae,349540062,0.00012396519722856773,same_hand_different_fingers,True,L,pinky,home,L,middle,top
325,zi,341671190,0.00012117448344352996,alternate_hands,True,L,pinky,bottom,R,middle,top
326,az,334669428,0.00011869129223989193,same_finger_different_key,True,L,pinky,home,L,pinky,bottom
327,lc,333338045,0.00011821911415753592,alternate_hands,True,R,ring,home,L,middle,bottom
328,py,331698156,0.00011763752370362693,same_hand_different_fingers,False,R,pinky,top,R,index,top
329,aj,331384552,0.00011752630331449835,alternate_hands,False,L,pinky,home,R,index,home
330,iq,318727904,0.00011303759361811866,alternate_hands,False,R,middle,top,L,pinky,top
331,nj,312598990,0.00011086395999094682,same_finger_different_key,True,R,index,bottom,R,index,home
332,bb,308276690,0.00010933104622731352,same_key,False,L,index,bottom,L,index,bottom
333,nh,306883963,0.00010883711235245899,same_finger_different_key,True,R,index,bottom,R,index,home
334,uo,300484143,0.00010656740128132193,same_hand_different_fingers,False,R,index,top,R,ring,top
335,kl,298033281,0.0001056981973638322,same_hand_different_fingers,False,R,middle,home,R,ring,home
336,lr,283411884,0.00010051268485779453,alternate_hands,True,R,ring,home,L,index,top
337,tn,282266629,0.0001001065175042166,alternate_hands,True,L,index,top,R,index,bottom
338,gm,277966576,9.858149369095683e-05,alternate_hands,True,L,index,home,R,index,bottom
339,sn,258702825,9.174955952463224e-05,alternate_hands,True,L,ring,home,R,index,bottom
340,nr,258048421,9.151747362162302e-05,alternate_hands,True,R,index,bottom,L,index,top
341,fy,256535008,9.098073817573506e-05,alternate_hands,True,L,index,home,R,index,top
342,mn,247850339,8.790070008427924e-05,same_finger_different_key,False,R,index,bottom,R,index,bottom
343,dw,230152384,8.162407911681682e-05,same_hand_different_fingers,True,L,middle,home,L,ring,top
344,sb,223212317,7.916276818864494e-05,same_hand_different_fingers,True,L,ring,home,L,index,bottom
345,yr,219696469,7.791586450541088e-05,alternate_hands,False,R,index,top,L,index,top
346,dn,213431654,7.569403327201283e-05,alternate_hands,True,L,middle,home,R,index,bottom
347,sq,209894196,7.443946555193908e-05,same_hand_different_fingers,True,L,ring,home,L,pinky,top
348,zo,202480511,7.181018489679211e-05,alternate_hands,True,L,pinky,bottom,R,ring,top
349,oj,196696657,6.97589276024244e-05,same_hand_different_fingers,True,R,ring,top,R,index,home
350,yd,192245315,6.818024879289267e-05,alternate_hands,True,R,index,top,L,middle,home
351,lb,188643782,6.690295672480866e-05,alternate_hands,True,R,ring,home,L,index,bottom
352,wt,184446342,6.541432485103197e-05,same_hand_different_fingers,False,L,ring,top,L,index,top
353,lg,171657388,6.087869252355049e-05,alternate_hands,False,R,ring,home,L,index,home
354,ko,171324962,6.0760796868276776e-05,same_hand_different_fingers,True,R,middle,home,R,ring,top
355,np,170186564,6.035706136572198e-05,same_hand_different_fingers,True,R,index,bottom,R,pinky,top
356,sr,168896339,5.989948006394196e-05,same_hand_different_fingers,True,L,ring,home,L,index,top
357,nq,167770304,5.9500129128136294e-05,alternate_hands,True,R,index,bottom,L,pinky,top
358,ky,167761726,5.949708692045417e-05,same_hand_different_fingers,True,R,middle,home,R,index,top
359,ln,165509578,5.8698357385961136e-05,same_hand_different_fingers,True,R,ring,home,R,index,bottom
360,nw,163456000,5.797005116452936e-05,alternate_hands,True,R,index,bottom,L,ring,top
361,tf,159626603,5.661194659804483e-05,same_finger_different_key,True,L,index,top,L,index,home
362,fs,155349948,5.509522093998982e-05,same_hand_different_fingers,False,L,index,home,L,ring,home
363,cq,154363546,5.4745391172903915e-05,same_hand_different_fingers,True,L,middle,bottom,L,pinky,top
364,dh,153344431,5.438395966416432e-05,alternate_hands,False,L,middle,home,R,index,home
365,sd,148275222,5.258615288378493e-05,same_hand_different_fingers,False,L,ring,home,L,middle,home
366,vy,138085211,4.897224174539224e-05,alternate_hands,True,L,index,bottom,R,index,top
367,dj,134832736,4.781874391012554e-05,alternate_hands,False,L,middle,home,R,index,home
368,hw,134615178,4.774158645863246e-05,alternate_hands,True,R,index,home,L,ring,top
369,xu,134528161,4.771072567687967e-05,alternate_hands,True,L,ring,bottom,R,index,top
370,ao,130442323,4.62616737123756e-05,alternate_hands,True,L,pinky,home,R,ring,top
371,ml,129888836,4.60653782584987e-05,same_hand_different_fingers,True,R,index,bottom,R,ring,home
372,uk,129819900,4.6040929945514914e-05,same_hand_different_fingers,True,R,index,top,R,middle,home
373,uy,128782521,4.567302106663002e-05,same_finger_different_key,False,R,index,top,R,index,top
374,ej,128194584,4.546450784000317e-05,alternate_hands,True,L,middle,top,R,index,home
375,ez,127540198,4.523242832073589e-05,same_hand_different_fingers,True,L,middle,top,L,pinky,bottom
376,hb,123778334,4.389827449001692e-05,alternate_hands,True,R,index,home,L,index,bottom
377,nz,123192934,4.36906610163499e-05,alternate_hands,False,R,index,bottom,L,pinky,bottom
378,nb,122258836,4.335938098470417e-05,alternate_hands,False,R,index,bottom,L,index,bottom
379,mc,121591374,4.312266403157685e-05,alternate_hands,False,R,index,bottom,L,middle,bottom
380,yb,121220723,4.2991211791009456e-05,alternate_hands,True,R,index,top,L,index,bottom
381,tp,121089391,4.294463459127656e-05,alternate_hands,False,L,index,top,R,pinky,top
382,xh,117618666,4.17137338851048e-05,alternate_hands,True,L,ring,bottom,R,index,home
383,ux,110947766,3.934788366049721e-05,alternate_hands,True,R,index,top,L,ring,bottom
384,tz,108527540,3.8489544871772874e-05,same_hand_different_fingers,True,L,index,top,L,pinky,bottom
385,bv,108385069,3.843901719974211e-05,same_finger_different_key,False,L,index,bottom,L,index,bottom
386,mf,107664447,3.818344692878059e-05,alternate_hands,True,R,index,bottom,L,index,home
387,wd,99767462,3.538276280280467e-05,same_hand_different_fingers,True,L,ring,top,L,middle,home
388,oz,97904996,3.472223489736102e-05,alternate_hands,True,R,ring,top,L,pinky,bottom
389,yw,95070267,3.371689165411773e-05,alternate_hands,False,R,index,top,L,ring,top
390,kh,89811517,3.18518637165598e-05,same_hand_different_fingers,False,R,middle,home,R,index,home
391,gd,89087728,3.159517026167088e-05,same_hand_different_fingers,False,L,index,home,L,middle,home
392,bm,88228719,3.1290520718792114e-05,alternate_hands,False,L,index,bottom,R,index,bottom
393,mr,87580303,3.106055847393173e-05,alternate_hands,True,R,index,bottom,L,index,top
394,ku,85313841,3.0256752445994783e-05,same_hand_different_fingers,True,R,middle,home,R,index,top
395,uv,82252351,2.9170987885870377e-05,alternate_hands,True,R,index,top,L,index,bottom
396,dt,81648332,2.895677114048111e-05,same_hand_different_fingers,True,L,middle,home,L,index,top
397,hd,80544316,2.8565229294317865e-05,alternate_hands,False,R,index,home,L,middle,home
398,aa,79794787,2.8299407088468595e-05,same_key,False,L,pinky,home,L,pinky,home
399,xx,79068246,2.8041737630368995e-05,same_key,False,L,ring,bottom,L,ring,bottom
400,df,78347492,2.778612054529999e-05,same_hand_different_fingers,False,L,middle,home,L,index,home
401,db,78190243,2.773035182114443e-05,same_hand_different_fingers,True,L,middle,home,L,index,bottom
402,ji,77899882,2.7627374616109534e-05,same_hand_different_fingers,True,R,index,home,R,middle,top
403,kr,76743394,2.7217223452914765e-05,alternate_hands,True,R,middle,home,L,index,top
404,xo,76097183,2.6988043216440842e-05,alternate_hands,True,L,ring,bottom,R,ring,top
405,cm,75144874,2.665030461122328e-05,alternate_hands,False,L,middle,bottom,R,index,bottom
406,zz,75012595,2.6603391555734385e-05,same_key,False,L,pinky,bottom,L,pinky,bottom
407,nx,73899576,2.6208656774648996e-05,alternate_hands,False,R,index,bottom,L,ring,bottom
408,yg,73102462,2.5925958437702277e-05,alternate_hands,True,R,index,top,L,index,home
409,xy,72645837,2.5764015317761724e-05,alternate_hands,True,L,ring,bottom,R,index,top
410,kg,72267691,2.5629904957985015e-05,alternate_hands,False,R,middle,home,L,index,home
411,tb,71746167,2.544494525651471e-05,same_finger_different_key,True,L,index,top,L,index,bottom
412,dc,71030077,2.5190982269910315e-05,same_finger_different_key,True,L,middle,home,L,middle,bottom
413,bd,69761165,2.474095967322812e-05,same_hand_different_fingers,True,L,index,bottom,L,middle,home
414,sg,69588685,2.4679789239442523e-05,same_hand_different_fingers,False,L,ring,home,L,index,home
415,wy,68368953,2.4247208444323264e-05,alternate_hands,False,L,ring,top,R,index,top
416,zy,66473188,2.3574870970960865e-05,alternate_hands,True,L,pinky,bottom,R,index,top
417,aq,63283982,2.2443811633926902e-05,same_finger_different_key,True,L,pinky,home,L,pinky,top
418,hf,63249924,2.2431732884890087e-05,alternate_hands,False,R,index,home,L,index,home
419,cd,62905910,2.230972751842257e-05,same_finger_different_key,True,L,middle,bottom,L,middle,home
420,vu,62384927,2.2124959683862503e-05,alternate_hands,True,L,index,bottom,R,index,top
421,kw,61416538,2.1781518269187193e-05,alternate_hands,True,R,middle,home,L,ring,top
422,zu,60692846,2.152485921557423e-05,alternate_hands,True,L,pinky,bottom,R,index,top
423,bn,59062122,2.094651915026475e-05,alternate_hands,False,L,index,bottom,R,index,bottom
424,ih,58966344,2.0912551259453547e-05,same_hand_different_fingers,True,R,middle,top,R,index,home
425,tg,55522877,1.969131766647826e-05,same_finger_different_key,True,L,index,top,L,index,home
426,xv,55076715,1.9533085273860866e-05,same_hand_different_fingers,False,L,ring,bottom,L,index,bottom
427,uz,53873803,1.9106469730923158e-05,alternate_hands,True,R,index,top,L,pinky,bottom
428,bc,53278096,1.8895200855696378e-05,same_hand_different_fingers,False,L,index,bottom,L,middle,bottom
429,xf,52374239,1.8574645865145906e-05,same_hand_different_fingers,True,L,ring,bottom,L,index,home
430,yz,51097953,1.8122008062186258e-05,alternate_hands,True,R,index,top,L,pinky,bottom
431,km,50449220,1.789193339253743e-05,same_hand_different_fingers,True,R,middle,home,R,index,bottom
432,dp,48855638,1.7326765824048826e-05,alternate_hands,True,L,middle,home,R,pinky,top
433,lh,45643026,1.6187405494591476e-05,same_hand_different_fingers,False,R,ring,home,R,index,home
434,wf,45330551,1.6076585507942857e-05,same_hand_different_fingers,True,L,ring,top,L,index,home
435,kf,44759608,1.5874099243002875e-05,alternate_hands,False,R,middle,home,L,index,home
436,pf,41022263,1.4548641132749975e-05,alternate_hands,True,R,pinky,top,L,index,home
437,cf,39704311,1.4081226385830964e-05,same_hand_different_fingers,True,L,middle,bottom,L,index,home
438,mt,38538709,1.3667842921305478e-05,alternate_hands,True,R,index,bottom,L,index,top
439,yu,37436235,1.3276847949034266e-05,same_finger_different_key,False,R,index,top,R,index,top
440,cp,37067423,1.3146047914100753e-05,alternate_hands,True,L,middle,bottom,R,pinky,top
441,pb,36901495,1.3087201162377793e-05,alternate_hands,True,R,pinky,top,L,index,bottom
442,td,36539510,1.2958822338897517e-05,same_hand_different_fingers,True,L,index,top,L,middle,home
443,zl,35456851,1.2574854802534591e-05,alternate_hands,True,L,pinky,bottom,R,ring,home
444,sv,35005005,1.2414606566076536e-05,same_hand_different_fingers,True,L,ring,home,L,index,bottom
445,hc,34631551,1.228216023502966e-05,alternate_hands,True,R,index,home,L,middle,bottom
446,mg,34537023,1.2248635659630283e-05,alternate_hands,True,R,index,bottom,L,index,home
447,pw,34037460,1.2071464477967291e-05,alternate_hands,False,R,pinky,top,L,ring,top
448,gf,33962536,1.2044892506834687e-05,same_finger_different_key,False,L,index,home,L,index,home
449,pd,33798376,1.1986672780430216e-05,alternate_hands,True,R,pinky,top,L,middle,home
450,pn,33536129,1.1893666270985813e-05,same_hand_different_fingers,True,R,pinky,top,R,index,bottom
451,pc,33156666,1.17590888340912e-05,alternate_hands,True,R,pinky,top,L,middle,bottom
452,rx,32990613,1.1700197750827059e-05,same_hand_different_fingers,True,L,index,top,L,ring,bottom
453,tv,32805751,1.1634636011898067e-05,same_finger_different_key,True,L,index,top,L,index,bottom
454,ij,31324465,1.1109294481398722e-05,same_hand_different_fingers,True,R,middle,top,R,index,home
455,wm,30732232,1.0899257668364493e-05,alternate_hands,True,L,ring,top,R,index,bottom
456,uh,30097154,1.067402577627447e-05,same_finger_different_key,True,R,index,top,R,index,home
457,wk,30095733,1.0673521815314304e-05,alternate_hands,True,L,ring,top,R,middle,home
458,wb,29929113,1.0614429644179357e-05,same_hand_different_fingers,True,L,ring,top,L,index,bottom
459,bh,29797934,1.056790670625287e-05,alternate_hands,True,L,index,bottom,R,index,home
460,oq,29227658,1.0365656994416639e-05,alternate_hands,False,R,ring,top,L,pinky,top
461,kt,29132180,1.0331795499304272e-05,alternate_hands,True,R,middle,home,L,index,top
462,rq,28152573,9.984375594797058e-06,same_hand_different_fingers,False,L,index,top,L,pinky,top
463,kb,25406204,9.010369431385025e-06,alternate_hands,True,R,middle,home,L,index,bottom
464,cg,24975673,8.85768060932945e-06,same_hand_different_fingers,True,L,middle,bottom,L,index,home
465,vr,24701238,8.760351597293566e-06,same_finger_different_key,True,L,index,bottom,L,index,top
466,cn,24249641,8.600191669265546e-06,alternate_hands,False,L,middle,bottom,R,index,bottom
467,pk,23099462,8.192278007617351e-06,same_hand_different_fingers,True,R,pinky,top,R,middle,home
468,uu,22006895,7.804796575974118e-06,same_key,False,R,index,top,R,index,top
469,yf,21246637,7.5351693052820495e-06,alternate_hands,True,R,index,top,L,index,home
470,wp,20982546,7.441508816942119e-06,alternate_hands,False,L,ring,top,R,pinky,top
471,cz,20601701,7.30644125052819e-06,same_hand_different_fingers,False,L,middle,bottom,L,pinky,bottom
472,kp,20492678,7.267775989613261e-06,same_hand_different_fingers,True,R,middle,home,R,pinky,top
473,dq,19927900,7.067476156284412e-06,same_hand_different_fingers,True,L,middle,home,L,pinky,top
474,wu,19601657,6.951773316363763e-06,alternate_hands,False,L,ring,top,R,index,top
475,fm,19340776,6.8592512620014045e-06,alternate_hands,True,L,index,home,R,index,bottom
476,wc,19008254,6.741321560104064e-06,same_hand_different_fingers,True,L,ring,top,L,middle,bottom
477,md,18929019,6.713220682779148e-06,alternate_hands,True,R,index,bottom,L,middle,home
478,kd,18894758,6.701069939319453e-06,alternate_hands,False,R,middle,home,L,middle,home
479,zh,18782710,6.661331855107903e-06,alternate_hands,True,L,pinky,bottom,R,index,home
480,gw,18260884,6.476265048634101e-06,same_hand_different_fingers,True,L,index,home,L,ring,top
481,rz,17993128,6.381304759506693e-06,same_hand_different_fingers,True,L,index,top,L,pinky,bottom
482,cb,17751935,6.295765100206781e-06,same_hand_different_fingers,False,L,middle,bottom,L,index,bottom
483,iw,17611969,6.246125832261312e-06,alternate_hands,False,R,middle,top,L,ring,top
484,xl,16728256,5.932714958235521e-06,alternate_hands,True,L,ring,bottom,R,ring,home
485,hp,16696129,5.921321042846898e-06,same_hand_different_fingers,True,R,index,home,R,pinky,top
486,mw,16465357,5.839477215472309e-06,alternate_hands,True,R,index,bottom,L,ring,top
487,vs,16263248,5.767798787817088e-06,same_hand_different_fingers,True,L,index,bottom,L,ring,home
488,fc,16254390,5.764657277482714e-06,same_hand_different_fingers,True,L,index,home,L,middle,bottom
489,rj,15598009,5.531870226818162e-06,alternate_hands,True,L,index,top,R,index,home
490,bp,15427250,5.471310149691573e-06,alternate_hands,True,L,index,bottom,R,pinky,top
491,mh,15033898,5.331806946593063e-06,same_finger_different_key,True,R,index,bottom,R,index,home
492,hh,14730425,5.224179540214263e-06,same_key,False,R,index,home,R,index,home
493,yh,14682887,5.2073200777763014e-06,same_finger_different_key,True,R,index,top,R,index,home
494,uj,14548024,5.159490600668077e-06,same_finger_different_key,True,R,index,top,R,index,home
495,fg,14424524,5.115691037979528e-06,same_finger_different_key,False,L,index,home,L,index,home
496,fd,13966832,4.953369504003438e-06,same_hand_different_fingers,False,L,index,home,L,middle,home
497,gb,13944852,4.945574245801865e-06,same_finger_different_key,True,L,index,home,L,index,bottom
498,pg,13354952,4.736364836652272e-06,alternate_hands,True,R,pinky,top,L,index,home
499,tk,13081991,4.639558582150014e-06,alternate_hands,True,L,index,top,R,middle,home
500,kk,12782664,4.533401564329163e-06,same_key,False,R,middle,home,R,middle,home
501,hq,11925353,4.229354221105825e-06,alternate_hands,True,R,index,home,L,pinky,top
502,fn,11823066,4.193077898282152e-06,alternate_hands,True,L,index,home,R,index,bottom
503,lz,11767790,4.173474136118815e-06,alternate_hands,True,R,ring,home,L,pinky,bottom
504,vl,11621019,4.1214214590713575e-06,alternate_hands,True,L,index,bottom,R,ring,home
505,gp,11612944,4.118557641510953e-06,alternate_hands,True,L,index,home,R,pinky,top
506,hz,10729982,3.8054131113845875e-06,alternate_hands,True,R,index,home,L,pinky,bottom
507,dk,9494027,3.367078791524467e-06,alternate_hands,False,L,middle,home,R,middle,home
508,yk,9292584,3.295636562320667e-06,same_hand_different_fingers,True,R,index,top,R,middle,home
509,qi,8954617,3.1757757784894065e-06,alternate_hands,False,L,pinky,top,R,middle,top
510,lx,8612462,3.0544297107023596e-06,alternate_hands,True,R,ring,home,L,ring,bottom
511,vd,8430332,2.9898368819374584e-06,same_hand_different_fingers,True,L,index,bottom,L,middle,home
512,zs,8395904,2.977626911538743e-06,same_hand_different_fingers,True,L,pinky,bottom,L,ring,home
513,bw,8319869,2.950660921668105e-06,same_hand_different_fingers,True,L,index,bottom,L,ring,top
514,xq,8225536,2.9172055034729726e-06,same_hand_different_fingers,True,L,ring,bottom,L,pinky,top
515,mv,8172535,2.898408575359161e-06,alternate_hands,False,R,index,bottom,L,index,bottom
516,uw,7824504,2.7749785704841955e-06,alternate_hands,False,R,index,top,L,ring,top
517,hg,7789748,2.762652274121417e-06,alternate_hands,False,R,index,home,L,index,home
518,fb,7730842,2.741761124002132e-06,same_finger_different_key,True,L,index,home,L,index,bottom
519,sj,7621847,2.703105793352429e-06,alternate_hands,False,L,ring,home,R,index,home
520,ww,7377619,2.6164897642326007e-06,same_key,False,L,ring,top,L,ring,top
521,gk,7338894,2.6027558527741875e-06,alternate_hands,False,L,index,home,R,middle,home
522,uq,7235727,2.5661674359005885e-06,alternate_hands,False,R,index,top,L,pinky,top
523,bg,7203255,2.5546511654583004e-06,same_finger_different_key,True,L,index,bottom,L,index,home
524,sz,7041052,2.497125493662587e-06,same_hand_different_fingers,True,L,ring,home,L,pinky,bottom
525,jr,6846578,2.4281548365428075e-06,alternate_hands,True,R,index,home,L,index,top
526,ql,6708919,2.3793337515214076e-06,alternate_hands,True,L,pinky,top,R,ring,home
527,zt,6627349,2.350404761007198e-06,same_hand_different_fingers,True,L,pinky,bottom,L,index,top
528,hk,6595610,2.3391484507224056e-06,same_hand_different_fingers,False,R,index,home,R,middle,home
529,vc,6570845,2.330365485783281e-06,same_hand_different_fingers,False,L,index,bottom,L,middle,bottom
530,xm,6569222,2.329789885052564e-06,alternate_hands,False,L,ring,bottom,R,index,bottom
531,gc,6455066,2.289304193730508e-06,same_hand_different_fingers,True,L,index,home,L,middle,bottom
532,fw,6451511,2.288043404699271e-06,same_hand_different_fingers,True,L,index,home,L,ring,top
533,pz,6382200,2.263462097091935e-06,alternate_hands,True,R,pinky,top,L,pinky,bottom
534,kc,6326022,2.2435384385274225e-06,alternate_hands,True,R,middle,home,L,middle,bottom
535,hv,6292998,2.2318263999992716e-06,alternate_hands,True,R,index,home,L,index,bottom
536,xw,6292525,2.2316586494474362e-06,same_finger_different_key,True,L,ring,bottom,L,ring,top
537,zw,6279286,2.22696340725769e-06,same_hand_different_fingers,True,L,pinky,bottom,L,ring,top
538,fp,6262895,2.2211503009254794e-06,alternate_hands,True,L,index,home,R,pinky,top
539,iy,6247588,2.2157216377184053e-06,same_hand_different_fingers,False,R,middle,top,R,index,top
540,pv,6222096,2.206680840535762e-06,alternate_hands,True,R,pinky,top,L,index,bottom
541,vt,6181932,2.192436584375253e-06,same_finger_different_key,True,L,index,bottom,L,index,top
542,jp,6129447,2.1738226568634436e-06,same_hand_different_fingers,True,R,index,home,R,pinky,top
543,cv,5869407,2.081598865110163e-06,same_hand_different_fingers,False,L,middle,bottom,L,index,bottom
544,zb,5858211,2.077628177629507e-06,same_hand_different_fingers,False,L,pinky,bottom,L,index,bottom
545,vp,5510046,1.9541506493423943e-06,alternate_hands,True,L,index,bottom,R,pinky,top
546,zr,5320518,1.8869341026441333e-06,same_hand_different_fingers,True,L,pinky,bottom,L,index,top
547,fh,5166165,1.8321924516346958e-06,alternate_hands,False,L,index,home,R,index,home
548,yv,5115763,1.8143172649251557e-06,alternate_hands,True,R,index,top,L,index,bottom
549,zg,4726653,1.6763184970082236e-06,same_hand_different_fingers,True,L,pinky,bottom,L,index,home
550,zm,4713608,1.6716920573703928e-06,alternate_hands,False,L,pinky,bottom,R,index,bottom
551,zv,4618705,1.6380344873474672e-06,same_hand_different_fingers,False,L,pinky,bottom,L,index,bottom
552,qs,4448602,1.5777070621490045e-06,same_hand_different_fingers,True,L,pinky,top,L,ring,home
553,kv,4414960,1.5657758484812462e-06,alternate_hands,True,R,middle,home,L,index,bottom
554,vn,4317772,1.5313078978855e-06,alternate_hands,False,L,index,bottom,R,index,bottom
555,zn,4300522,1.5251901452022816e-06,alternate_hands,False,L,pinky,bottom,R,index,bottom
556,qa,4298294,1.5243999798122404e-06,same_finger_different_key,True,L,pinky,top,L,pinky,home
557,yx,4211192,1.4935090526114474e-06,alternate_hands,True,R,index,top,L,ring,bottom
558,jn,4150888,1.472122098535575e-06,same_finger_different_key,True,R,index,home,R,index,bottom
559,bf,4108696,1.4571586074509174e-06,same_finger_different_key,True,L,index,bottom,L,index,home
560,mk,3956883,1.4033177733583133e-06,same_hand_different_fingers,True,R,index,bottom,R,middle,home
561,cw,3909223,1.3864150433361575e-06,same_hand_different_fingers,True,L,middle,bottom,L,ring,top
562,jm,3659540,1.2978643857591143e-06,same_finger_different_key,True,R,index,home,R,index,bottom
563,lq,3582930,1.2706944707990358e-06,alternate_hands,True,R,ring,home,L,pinky,top
564,jh,3541869,1.2561320914989996e-06,same_finger_different_key,False,R,index,home,R,index,home
565,kj,3471162,1.2310556892397347e-06,same_hand_different_fingers,False,R,middle,home,R,index,home
566,jc,3447571,1.2226890861353984e-06,alternate_hands,True,R,index,home,L,middle,bottom
567,gz,3431194,1.2168809449358004e-06,same_hand_different_fingers,True,L,index,home,L,pinky,bottom
568,js,3329038,1.1806510815672873e-06,alternate_hands,False,R,index,home,L,ring,home
569,tx,3328898,1.1806014302411626e-06,same_hand_different_fingers,True,L,index,top,L,ring,bottom
570,fk,3293208,1.1679438886026663e-06,alternate_hands,False,L,index,home,R,middle,home
571,jl,3192327,1.1321662069542173e-06,same_hand_different_fingers,False,R,index,home,R,ring,home
572,vm,3178223,1.1271641904994861e-06,alternate_hands,False,L,index,bottom,R,index,bottom
573,lj,3169833,1.1241886574553005e-06,same_hand_different_fingers,False,R,ring,home,R,index,home
574,tj,3169658,1.1241265932976448e-06,alternate_hands,True,L,index,top,R,index,home
575,jj,2979950,1.0568462091800807e-06,same_key,False,R,index,home,R,index,home
576,cj,2962048,1.0504972231780532e-06,alternate_hands,True,L,middle,bottom,R,index,home
577,vg,2960268,1.049865942031611e-06,same_finger_different_key,True,L,index,bottom,L,index,home
578,mj,2923325,1.0367640210242988e-06,same_finger_different_key,True,R,index,bottom,R,index,home
579,jt,2917850,1.0348222995204949e-06,alternate_hands,True,R,index,home,L,index,top
580,pj,2810773,9.968471920386997e-07,same_hand_different_fingers,True,R,pinky,top,R,index,home
581,wg,2751783,9.759262511237404e-07,same_hand_different_fingers,True,L,ring,top,L,index,home
582,vh,2691078,9.54397081463754e-07,alternate_hands,True,L,index,bottom,R,index,home
583,bk,2639491,9.361016317438012e-07,alternate_hands,True,L,index,bottom,R,middle,home
584,vv,2622571,9.301009143293054e-07,same_key,False,L,index,bottom,L,index,bottom
585,jd,2615147,9.2746797543538e-07,alternate_hands,False,R,index,home,L,middle,home
586,tq,2517400,8.928017741874646e-07,same_hand_different_fingers,False,L,index,top,L,pinky,top
587,vb,2496014,8.852171794695919e-07,same_finger_different_key,False,L,index,bottom,L,index,bottom
588,jf,2421784,8.588913370536327e-07,alternate_hands,False,R,index,home,L,index,home
589,dz,2200704,7.80484800056189e-07,same_hand_different_fingers,True,L,middle,home,L,pinky,bottom
590,xb,2164724,7.677244092421487e-07,same_hand_different_fingers,False,L,ring,bottom,L,index,bottom
591,jb,2126115,7.54031637453953e-07,alternate_hands,True,R,index,home,L,index,bottom
592,zc,2100797,7.450525497766359e-07,same_hand_different_fingers,False,L,pinky,bottom,L,middle,bottom
593,fj,2065436,7.325116887545325e-07,alternate_hands,False,L,index,home,R,index,home
594,yy,1993017,7.06828121707229e-07,same_key,False,R,index,top,R,index,top
595,qn,1859810,6.595859488565936e-07,alternate_hands,True,L,pinky,top,R,index,bottom
596,xs,1804740,6.400552450731251e-07,same_finger_different_key,True,L,ring,bottom,L,ring,home
597,qr,1744325,6.186289245886825e-07,same_hand_different_fingers,False,L,pinky,top,L,index,top
598,jk,1740133,6.171422220235781e-07,same_hand_different_fingers,False,R,index,home,R,middle,home
599,jv,1719726,6.099048319362484e-07,alternate_hands,True,R,index,home,L,index,bottom
600,qq,1712219,6.072424568989777e-07,same_key,False,L,pinky,top,L,pinky,top
601,xn,1613611,5.722708999953956e-07,alternate_hands,False,L,ring,bottom,R,index,bottom
602,vf,1550317,5.498235354544322e-07,same_finger_different_key,True,L,index,bottom,L,index,home
603,px,1473468,5.225688585876123e-07,alternate_hands,True,R,pinky,top,L,ring,bottom
604,zd,1415016,5.018387206259035e-07,same_hand_different_fingers,True,L,pinky,bottom,L,middle,home
605,qt,1385505,4.913725757311525e-07,same_hand_different_fingers,False,L,pinky,top,L,index,top
606,zp,1361846,4.829818562684127e-07,alternate_hands,True,L,pinky,bottom,R,pinky,top
607,qo,1324363,4.696884230031911e-07,alternate_hands,False,L,pinky,top,R,ring,top
608,dx,1296277,4.597276576779233e-07,same_hand_different_fingers,True,L,middle,home,L,ring,bottom
609,hj,1282370,4.547955077320962e-07,same_finger_different_key,False,R,index,home,R,index,home
610,gv,1192366,4.228753794712046e-07,same_finger_different_key,True,L,index,home,L,index,bottom
611,jw,1165914,4.1349411605227764e-07,alternate_hands,True,R,index,home,L,ring,top
612,qc,1127399,3.9983468158305136e-07,same_hand_different_fingers,True,L,pinky,top,L,middle,bottom
613,jy,1120221,3.9728898716217363e-07,same_finger_different_key,True,R,index,home,R,index,top
614,gj,1093028,3.8764492636711533e-07,alternate_hands,False,L,index,home,R,index,home
615,qb,1083443,3.842455837892227e-07,same_hand_different_fingers,True,L,pinky,top,L,index,bottom
616,pq,1075049,3.812686321357193e-07,alternate_hands,False,R,pinky,top,L,pinky,top
617,jg,1034900,3.670296957601522e-07,alternate_hands,False,R,index,home,L,index,home
618,bz,1007374,3.572675357393831e-07,same_hand_different_fingers,False,L,index,bottom,L,pinky,bottom
619,mx,994334,3.526428693631995e-07,alternate_hands,False,R,index,bottom,L,ring,bottom
