ngram,rank_books,share_books,rank_web,share_web,rank_subtlex,share_subtlex,rank_spread,stability_class,missing_from,gesture_tags
ubj,1283,0.00015660,1669,0.00013340,2237,0.00002695,954,below-cut,"books,web,subtlex",double_row_change
tup,2974,0.00001346,2193,0.00008366,1283,0.00011557,1691,below-cut,"books,web,subtlex",
yre,3284,0.00000874,1283,0.00018937,3564,0.00000388,2281,below-cut,"books,web,subtlex",
yor,1284,0.00015652,1451,0.00016321,1382,0.00009989,167,below-cut,"books,web,subtlex",
iga,1285,0.00015649,1599,0.00014160,1324,0.00010909,314,below-cut,"books,web,subtlex",
cil,1288,0.00015627,1730,0.00012559,1893,0.00004587,605,below-cut,"books,web,subtlex",double_row_change
nym,2786,0.00001717,2882,0.00004835,1288,0.00011475,1594,below-cut,"books,web,subtlex","contains_same_finger,same_finger_chain,double_row_change"
dus,1289,0.00015615,1289,0.00018846,2119,0.00003255,830,below-cut,"books,web,subtlex",double_row_change
sui,1639,0.00009475,2272,0.00007876,1289,0.00011397,983,below-cut,"books,web,subtlex",
lun,1714,0.00008346,2369,0.00007312,1292,0.00011353,1077,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
usl,1294,0.00015456,2559,0.00006220,1365,0.00010240,1265,below-cut,"books,web,subtlex",
tep,1538,0.00010719,1370,0.00017628,1294,0.00011345,244,below-cut,"books,web,subtlex",
reo,1799,0.00007272,1295,0.00018760,2696,0.00001322,1401,below-cut,"books,web,subtlex",
nue,1296,0.00015448,1913,0.00010650,1732,0.00005868,617,below-cut,"books,web,subtlex",contains_same_finger
opr,1752,0.00007799,1296,0.00018721,2527,0.00001740,1231,below-cut,"books,web,subtlex",
heu,3327,0.00000832,1297,0.00018696,3508,0.00000414,2211,below-cut,"books,web,subtlex",
cif,1298,0.00015417,1590,0.00014235,2112,0.00003299,814,below-cut,"books,web,subtlex",double_row_change
hys,1300,0.00015372,2157,0.00008617,1933,0.00004335,857,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
eus,2514,0.00002559,1300,0.00018595,2872,0.00001024,1572,below-cut,"books,web,subtlex",
uro,1333,0.00014788,1301,0.00018592,2094,0.00003408,793,below-cut,"books,web,subtlex",
sme,1849,0.00006812,1303,0.00018582,1429,0.00009359,546,below-cut,"books,web,subtlex",double_row_change
bst,1304,0.00015306,2117,0.00008879,2111,0.00003299,813,below-cut,"books,web,subtlex",double_row_change
fan,1748,0.00007901,1304,0.00018562,1345,0.00010582,444,below-cut,"books,web,subtlex",
onw,2779,0.00001745,1305,0.00018556,3179,0.00000651,1874,below-cut,"books,web,subtlex",double_row_change
raw,1306,0.00015259,2182,0.00008443,1383,0.00009970,876,below-cut,"books,web,subtlex","redirect,double_row_change"
erd,1953,0.00005905,1306,0.00018488,1462,0.00008908,647,below-cut,"books,web,subtlex",
obj,1307,0.00015240,2252,0.00007964,1969,0.00004121,945,below-cut,"books,web,subtlex",double_row_change
zin,1546,0.00010647,1894,0.00010838,1308,0.00011159,586,below-cut,"books,web,subtlex",double_row_change
eap,1972,0.00005732,1308,0.00018484,1430,0.00009354,664,below-cut,"books,web,subtlex",double_row_change
ony,1610,0.00009824,1564,0.00014616,1309,0.00011149,301,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
kto,3613,0.00000574,1309,0.00018452,4212,0.00000151,2903,below-cut,"books,web,subtlex",
cum,1311,0.00015161,1386,0.00017306,1812,0.00005177,501,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
elc,2620,0.00002145,2036,0.00009449,1311,0.00011121,1309,below-cut,"books,web,subtlex",double_row_change
esw,4766,0.00000157,1311,0.00018400,4740,0.00000073,3455,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
mid,1313,0.00015112,1857,0.00011199,1393,0.00009870,544,below-cut,"books,web,subtlex",double_row_change
ups,1578,0.00010299,1797,0.00011737,1313,0.00011100,484,below-cut,"books,web,subtlex",
odd,2194,0.00004097,3203,0.00003710,1314,0.00011098,1889,below-cut,"books,web,subtlex",
esb,2882,0.00001498,1314,0.00018321,3040,0.00000799,1726,below-cut,"books,web,subtlex","redirect,double_row_change"
ndd,5031,0.00000119,1316,0.00018263,3201,0.00000635,3715,below-cut,"books,web,subtlex",
bay,2372,0.00003204,1317,0.00018257,2515,0.00001776,1198,below-cut,"books,web,subtlex",double_row_change
osp,1318,0.00015048,1710,0.00012818,1399,0.00009752,392,below-cut,"books,web,subtlex",double_row_change
ico,1787,0.00007418,1318,0.00018251,1919,0.00004398,601,below-cut,"books,web,subtlex",double_row_change
kis,2304,0.00003480,2480,0.00006656,1319,0.00011028,1161,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
gli,1323,0.00014989,1567,0.00014602,1590,0.00007411,267,below-cut,"books,web,subtlex",
amb,1370,0.00014123,1754,0.00012248,1323,0.00010948,431,below-cut,"books,web,subtlex",
icy,1594,0.00010091,1323,0.00018221,2271,0.00002572,948,below-cut,"books,web,subtlex",double_row_change
lys,1435,0.00012955,1324,0.00018218,2589,0.00001608,1265,below-cut,"books,web,subtlex",double_row_change
nty,1325,0.00014948,1432,0.00016624,1507,0.00008440,182,below-cut,"books,web,subtlex",
dli,2342,0.00003328,1325,0.00018214,2198,0.00002858,1017,below-cut,"books,web,subtlex",
acr,1326,0.00014924,1852,0.00011225,1459,0.00009011,526,below-cut,"books,web,subtlex",double_row_change
iqu,1328,0.00014917,1837,0.00011342,1861,0.00004799,533,below-cut,"books,web,subtlex",
gne,1329,0.00014913,1426,0.00016695,1527,0.00008117,198,below-cut,"books,web,subtlex",double_row_change
smi,1425,0.00013123,1533,0.00015015,1329,0.00010837,204,below-cut,"books,web,subtlex",double_row_change
uid,1507,0.00011465,1329,0.00018160,2035,0.00003738,706,below-cut,"books,web,subtlex",
dau,2137,0.00004512,2903,0.00004771,1331,0.00010827,1572,below-cut,"books,web,subtlex",
sde,3699,0.00000515,1331,0.00018148,3950,0.00000223,2619,below-cut,"books,web,subtlex",contains_same_finger
noc,2142,0.00004463,2434,0.00006902,1333,0.00010752,1101,below-cut,"books,web,subtlex",double_row_change
bag,2492,0.00002646,2801,0.00005155,1335,0.00010714,1466,below-cut,"books,web,subtlex",
inm,2724,0.00001871,1336,0.00018092,2720,0.00001273,1388,below-cut,"books,web,subtlex",contains_same_finger
rda,1959,0.00005830,1337,0.00018083,1378,0.00010083,622,below-cut,"books,web,subtlex",
lip,1572,0.00010366,1893,0.00010841,1338,0.00010685,555,below-cut,"books,web,subtlex",redirect
ndb,3103,0.00001134,1339,0.00018065,3079,0.00000755,1764,below-cut,"books,web,subtlex",double_row_change
nsp,1464,0.00012378,1342,0.00018031,1675,0.00006506,333,below-cut,"books,web,subtlex",double_row_change
cio,1343,0.00014548,2883,0.00004831,1547,0.00007938,1540,below-cut,"books,web,subtlex",
dex,2240,0.00003787,1343,0.00018028,3109,0.00000718,1766,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
jud,1344,0.00014505,2868,0.00004896,1414,0.00009523,1524,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
cet,2362,0.00003243,1345,0.00018020,2855,0.00001051,1510,below-cut,"books,web,subtlex",contains_same_finger
enu,1618,0.00009716,1346,0.00017992,2106,0.00003332,760,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
obb,2370,0.00003210,3142,0.00003884,1347,0.00010535,1795,below-cut,"books,web,subtlex",
ipa,1348,0.00014460,1619,0.00013957,2332,0.00002374,984,below-cut,"books,web,subtlex",
sac,1570,0.00010381,1349,0.00017953,1882,0.00004658,533,below-cut,"books,web,subtlex",redirect
sem,1350,0.00014438,1415,0.00016793,1794,0.00005353,444,below-cut,"books,web,subtlex",double_row_change
omb,1351,0.00014418,1714,0.00012721,1375,0.00010123,363,below-cut,"books,web,subtlex",
fen,1366,0.00014141,2026,0.00009570,1351,0.00010486,675,below-cut,"books,web,subtlex",double_row_change
ror,1504,0.00011538,1353,0.00017911,1395,0.00009796,151,below-cut,"books,web,subtlex",
nfe,1354,0.00014360,1812,0.00011614,1698,0.00006296,458,below-cut,"books,web,subtlex",double_row_change
atr,1396,0.00013560,1354,0.00017899,1556,0.00007807,202,below-cut,"books,web,subtlex",contains_same_finger
ddr,1939,0.00006043,1355,0.00017890,2079,0.00003500,724,below-cut,"books,web,subtlex",
lke,2097,0.00004740,3589,0.00002876,1355,0.00010383,2234,below-cut,"books,web,subtlex",
ads,1554,0.00010591,1358,0.00017793,1511,0.00008374,196,below-cut,"books,web,subtlex",redirect
iec,1883,0.00006463,2750,0.00005362,1358,0.00010354,1392,below-cut,"books,web,subtlex",contains_same_finger
aim,1359,0.00014291,1990,0.00009949,1887,0.00004624,631,below-cut,"books,web,subtlex",double_row_change
fav,1744,0.00007969,2241,0.00008030,1359,0.00010320,882,below-cut,"books,web,subtlex",
oan,2100,0.00004713,1359,0.00017785,1942,0.00004292,741,below-cut,"books,web,subtlex",double_row_change
ftw,2776,0.00001755,1360,0.00017750,3316,0.00000533,1956,below-cut,"books,web,subtlex",contains_same_finger
oil,1361,0.00014228,2240,0.00008031,1518,0.00008200,879,below-cut,"books,web,subtlex",
lto,2099,0.00004715,1361,0.00017730,2564,0.00001665,1203,below-cut,"books,web,subtlex",
rcu,1362,0.00014218,2183,0.00008429,1680,0.00006436,821,below-cut,"books,web,subtlex",double_row_change
cod,1917,0.00006181,1363,0.00017714,1918,0.00004398,555,below-cut,"books,web,subtlex",double_row_change
fis,1649,0.00009302,2007,0.00009778,1364,0.00010270,643,below-cut,"books,web,subtlex",double_row_change
nbe,2727,0.00001852,1364,0.00017710,2329,0.00002395,1363,below-cut,"books,web,subtlex",
opu,1365,0.00014182,1732,0.00012515,2289,0.00002537,924,below-cut,"books,web,subtlex",redirect
ilt,1461,0.00012396,1389,0.00017197,1366,0.00010235,95,below-cut,"books,web,subtlex",double_row_change
aca,1815,0.00007161,1366,0.00017702,1952,0.00004228,586,below-cut,"books,web,subtlex",double_row_change
pus,2073,0.00004920,2136,0.00008722,1368,0.00010218,768,below-cut,"books,web,subtlex",
iro,1369,0.00014126,1500,0.00015581,2042,0.00003697,673,below-cut,"books,web,subtlex",
wei,1683,0.00008759,2315,0.00007559,1369,0.00010192,946,below-cut,"books,web,subtlex",
tca,3648,0.00000549,1369,0.00017665,2506,0.00001796,2279,below-cut,"books,web,subtlex",double_row_change
sty,1615,0.00009771,1548,0.00014824,1371,0.00010164,244,below-cut,"books,web,subtlex",
iam,1372,0.00014083,1439,0.00016484,1657,0.00006675,285,below-cut,"books,web,subtlex",double_row_change
ais,1373,0.00014082,1927,0.00010544,1444,0.00009206,554,below-cut,"books,web,subtlex",double_row_change
fyo,6769,0.00000022,1373,0.00017583,,0.00000000,,below-cut,"books,web,subtlex",
ocu,1465,0.00012366,1374,0.00017578,1877,0.00004690,503,below-cut,"books,web,subtlex",double_row_change
urg,1376,0.00014009,1771,0.00012031,1434,0.00009280,395,below-cut,"books,web,subtlex",contains_same_finger
lof,3341,0.00000811,1376,0.00017437,3672,0.00000323,2296,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
bud,2095,0.00004743,2701,0.00005565,1377,0.00010092,1324,below-cut,"books,web,subtlex",double_row_change
egu,1378,0.00013997,1605,0.00014051,1978,0.00004052,600,below-cut,"books,web,subtlex",double_row_change
nim,1382,0.00013911,1499,0.00015611,1672,0.00006526,290,below-cut,"books,web,subtlex",double_row_change
dno,5241,0.00000096,1382,0.00017356,5814,0.00000009,4432,below-cut,"books,web,subtlex",double_row_change
oud,1976,0.00005694,2221,0.00008189,1384,0.00009969,837,below-cut,"books,web,subtlex",
oye,1385,0.00013899,1832,0.00011382,1755,0.00005681,447,below-cut,"books,web,subtlex",
aig,1869,0.00006590,2924,0.00004698,1385,0.00009968,1539,below-cut,"books,web,subtlex",double_row_change
umm,1553,0.00010600,1998,0.00009906,1386,0.00009958,612,below-cut,"books,web,subtlex",contains_same_finger
seq,1387,0.00013870,2564,0.00006213,2495,0.00001822,1177,below-cut,"books,web,subtlex",redirect
tig,1479,0.00011945,2242,0.00008026,1387,0.00009953,855,below-cut,"books,web,subtlex",
pto,1856,0.00006710,1387,0.00017280,2538,0.00001724,1151,below-cut,"books,web,subtlex",
dol,1737,0.00008076,2042,0.00009414,1388,0.00009951,654,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
voi,1389,0.00013775,2170,0.00008522,1476,0.00008773,781,below-cut,"books,web,subtlex",
dav,1955,0.00005875,2080,0.00009166,1389,0.00009950,691,below-cut,"books,web,subtlex",redirect
nfi,1390,0.00013770,1409,0.00016837,1580,0.00007501,190,below-cut,"books,web,subtlex",double_row_change
llu,1394,0.00013592,2227,0.00008138,2308,0.00002465,914,below-cut,"books,web,subtlex",
moo,1846,0.00006837,2802,0.00005150,1394,0.00009798,1408,below-cut,"books,web,subtlex",
inp,2479,0.00002726,1394,0.00017095,3550,0.00000394,2156,below-cut,"books,web,subtlex","redirect,double_row_change"
ira,1395,0.00013589,1665,0.00013407,1599,0.00007262,270,below-cut,"books,web,subtlex",
dal,1866,0.00006622,1395,0.00017051,1823,0.00005108,471,below-cut,"books,web,subtlex",
epi,1499,0.00011679,1635,0.00013723,1396,0.00009786,239,below-cut,"books,web,subtlex",
ips,1485,0.00011891,1397,0.00017027,1466,0.00008862,88,below-cut,"books,web,subtlex",
bob,3054,0.00001205,3813,0.00002458,1398,0.00009757,2415,below-cut,"books,web,subtlex",double_row_change
usu,1400,0.00013488,2517,0.00006481,1604,0.00007172,1117,below-cut,"books,web,subtlex",double_row_change
enn,1519,0.00011266,1530,0.00015060,1400,0.00009742,130,below-cut,"books,web,subtlex",
xpr,1401,0.00013482,2404,0.00007082,2344,0.00002349,1003,below-cut,"books,web,subtlex",
maj,1403,0.00013434,2349,0.00007387,1485,0.00008704,946,below-cut,"books,web,subtlex",
irm,1404,0.00013432,1970,0.00010152,1707,0.00006179,566,below-cut,"books,web,subtlex",
nma,2780,0.00001739,1404,0.00016873,2881,0.00001013,1477,below-cut,"books,web,subtlex",contains_same_finger
sug,1407,0.00013409,2510,0.00006516,1618,0.00007029,1103,below-cut,"books,web,subtlex",double_row_change
pes,1408,0.00013408,1763,0.00012168,1667,0.00006581,355,below-cut,"books,web,subtlex",
udy,1409,0.00013367,2273,0.00007876,1817,0.00005154,864,below-cut,"books,web,subtlex",double_row_change
gri,1410,0.00013309,2119,0.00008820,1627,0.00006952,709,below-cut,"books,web,subtlex",contains_same_finger
ued,1411,0.00013305,2573,0.00006131,2294,0.00002536,1162,below-cut,"books,web,subtlex",contains_same_finger
nsh,1490,0.00011845,1411,0.00016801,1554,0.00007817,143,below-cut,"books,web,subtlex",
fli,1585,0.00010234,1829,0.00011392,1411,0.00009582,418,below-cut,"books,web,subtlex",
pil,1598,0.00009976,2316,0.00007559,1413,0.00009550,903,below-cut,"books,web,subtlex",redirect
iab,1414,0.00013289,1938,0.00010447,2347,0.00002336,933,below-cut,"books,web,subtlex",double_row_change
dma,2711,0.00001901,1414,0.00016796,2008,0.00003906,1297,below-cut,"books,web,subtlex",double_row_change
squ,1653,0.00009201,2177,0.00008488,1415,0.00009507,762,below-cut,"books,web,subtlex",
erh,1509,0.00011425,1531,0.00015019,1416,0.00009488,115,below-cut,"books,web,subtlex",
stp,3404,0.00000751,1416,0.00016785,3408,0.00000470,1992,below-cut,"books,web,subtlex",
nab,1417,0.00013249,1434,0.00016606,2057,0.00003623,640,below-cut,"books,web,subtlex",double_row_change
dsa,4560,0.00000193,1417,0.00016782,5815,0.00000009,4398,below-cut,"books,web,subtlex",
mbi,1418,0.00013246,1846,0.00011267,1892,0.00004589,474,below-cut,"books,web,subtlex",
unl,1707,0.00008413,2723,0.00005455,1418,0.00009479,1305,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
sda,2687,0.00001968,1418,0.00016772,1963,0.00004152,1269,below-cut,"books,web,subtlex",redirect
joy,1841,0.00006909,2969,0.00004513,1419,0.00009476,1550,below-cut,"books,web,subtlex",
wle,1420,0.00013207,2347,0.00007406,2150,0.00003099,927,below-cut,"books,web,subtlex",double_row_change
tei,1974,0.00005727,1420,0.00016765,2754,0.00001220,1334,below-cut,"books,web,subtlex",
ald,1928,0.00006105,1421,0.00016761,2052,0.00003632,631,below-cut,"books,web,subtlex",
ghe,1422,0.00013199,1914,0.00010645,1873,0.00004721,492,below-cut,"books,web,subtlex",
hno,1899,0.00006345,1422,0.00016741,2811,0.00001120,1389,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
lyt,2496,0.00002633,1423,0.00016736,4026,0.00000202,2603,below-cut,"books,web,subtlex",
pee,1544,0.00010664,2049,0.00009384,1424,0.00009440,625,below-cut,"books,web,subtlex",
efa,2420,0.00002958,1424,0.00016730,3276,0.00000567,1852,below-cut,"books,web,subtlex",redirect
stm,1743,0.00007981,1425,0.00016697,1510,0.00008379,318,below-cut,"books,web,subtlex",double_row_change
hid,2212,0.00003940,3253,0.00003572,1425,0.00009429,1828,below-cut,"books,web,subtlex",double_row_change
suf,1426,0.00013114,3433,0.00003188,1943,0.00004281,2007,below-cut,"books,web,subtlex",double_row_change
ley,1427,0.00013081,1686,0.00013119,1443,0.00009210,259,below-cut,"books,web,subtlex",
coa,1494,0.00011777,2190,0.00008380,1427,0.00009412,763,below-cut,"books,web,subtlex",double_row_change
rci,1428,0.00013061,1908,0.00010686,1938,0.00004307,510,below-cut,"books,web,subtlex",double_row_change
hoa,2978,0.00001344,3671,0.00002714,1428,0.00009361,2243,below-cut,"books,web,subtlex",double_row_change
swh,,0.00000000,1429,0.00016672,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
lex,1430,0.00012995,1743,0.00012394,2280,0.00002557,850,below-cut,"books,web,subtlex",double_row_change
alb,2231,0.00003813,1430,0.00016668,2205,0.00002839,801,below-cut,"books,web,subtlex",
bos,2130,0.00004541,2859,0.00004922,1431,0.00009325,1428,below-cut,"books,web,subtlex",double_row_change
oos,1809,0.00007187,2233,0.00008092,1432,0.00009316,801,below-cut,"books,web,subtlex",
stt,5335,0.00000087,1433,0.00016622,5796,0.00000010,4363,below-cut,"books,web,subtlex",
neo,1882,0.00006480,1435,0.00016601,2854,0.00001053,1419,below-cut,"books,web,subtlex",
das,2477,0.00002732,1436,0.00016563,2688,0.00001339,1252,below-cut,"books,web,subtlex",redirect
rtm,1658,0.00009139,1482,0.00015793,1437,0.00009257,221,below-cut,"books,web,subtlex",contains_same_finger
lts,1439,0.00012864,1514,0.00015278,2129,0.00003216,690,below-cut,"books,web,subtlex",double_row_change
oop,1670,0.00008911,2234,0.00008058,1439,0.00009255,795,below-cut,"books,web,subtlex",
azi,1942,0.00006016,1973,0.00010109,1440,0.00009246,533,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
pyr,2497,0.00002632,1440,0.00016456,3382,0.00000489,1942,below-cut,"books,web,subtlex",
stl,1599,0.00009953,1947,0.00010374,1441,0.00009245,506,below-cut,"books,web,subtlex",double_row_change
lst,2568,0.00002320,1442,0.00016444,3355,0.00000507,1913,below-cut,"books,web,subtlex",
ngw,4032,0.00000349,1444,0.00016433,3554,0.00000392,2588,below-cut,"books,web,subtlex",double_row_change
slo,1613,0.00009787,1529,0.00015068,1445,0.00009202,168,below-cut,"books,web,subtlex",contains_same_finger
