rank,bigram,count,share,movement_class,from_hand,from_finger,from_home_key,from_home_reach,to_hand,to_finger,to_home_key,to_home_reach,combined_home_reach,max_home_reach,same_finger_travel,row_change,row_span,roll_direction,outer_finger_involved,pinky_involved,top_words
162,qu,4160167957,0.0014754132569029317,alternate_hands,L,pinky,a,1.0308,R,index,j,1.0308,2.0616,1.0308,,False,0.0,cross_hand,True,True,"question, quite, required, questions, quality, equal, frequently, require, quickly, equipment, square, requires"
163,ue,4158448570,0.001474803472298135,alternate_hands,R,index,j,1.0308,L,middle,d,1.0308,2.0616,1.0308,,False,0.0,cross_hand,False,False,"value, question, true, due, influence, values, continued, questions, issue, issues, frequently, blue"
164,ff,4125634219,0.0014631657862762036,same_key,L,index,f,0.0,L,index,f,0.0,0.0,0.0,,False,0.0,same_finger,False,False,"different, off, effect, office, effects, difficult, difference, effective, differences, staff, sufficient, effort"
165,ba,4122472992,0.0014620446497566957,same_hand_different_fingers,L,index,f,1.8028,L,pinky,a,0.0,1.8028,1.8028,,True,1.0,outward,True,True,"back, based, probably, basis, bank, basic, base, bad, husband, balance, battle, urban"
166,ey,4053144855,0.0014374572644723898,alternate_hands,L,middle,d,1.0308,R,index,j,1.6008,2.6316,1.6008,,False,0.0,cross_hand,False,False,"they, money, eyes, beyond, key, eye, survey, valley, journey, attorney, grey, jersey"
167,ls,3990203351,0.0014151349134589523,alternate_hands,R,ring,l,0.0,L,ring,s,0.0,0.0,0.0,,False,0.0,cross_hand,True,False,"also, cells, schools, else, levels, materials, individuals, animals, models, girls, details, walls"
168,va,3946966167,0.0013998007454339783,same_hand_different_fingers,L,index,f,1.118,L,pinky,a,0.0,1.118,1.118,,True,1.0,outward,True,True,"value, various, available, values, private, variety, advantage, van, advanced, valley, variable, evaluation"
169,um,3901923211,0.001383826156162727,same_finger_different_key,R,index,j,1.0308,R,index,j,1.118,2.1488,1.118,2.136,True,2.0,same_finger,False,False,"number, human, volume, numbers, circumstances, summer, argument, numerous, maximum, assumed, medium, sum"
170,pp,3850125519,0.0013654559840341753,same_key,R,pinky,;,1.0308,R,pinky,;,1.0308,2.0616,1.0308,,False,0.0,same_finger,True,True,"support, approach, appear, appears, application, applied, appeared, supply, upper, appropriate, opportunity, appearance"
171,ua,3844138094,0.001363332529810447,alternate_hands,R,index,j,1.0308,L,pinky,a,0.0,1.0308,1.0308,,True,1.0,cross_hand,True,True,"individual, language, usually, situation, quality, equal, actually, individuals, actual, january, annual, square"
172,up,3835093459,0.001360124828938564,same_hand_different_fingers,R,index,j,1.0308,R,pinky,;,1.0308,2.0616,1.0308,,False,0.0,outward,True,True,"up, upon, group, support, groups, supply, upper, suppose, supposed, supreme, supported, superior"
173,lu,3811884104,0.001351893577122505,same_hand_different_fingers,R,ring,l,0.0,R,index,j,1.0308,1.0308,1.0308,,True,1.0,inward,True,False,"value, including, influence, values, include, solution, volume, included, failure, blue, revolution, conclusion"
174,go,3725558729,0.0013212780817870803,alternate_hands,L,index,f,1.0,R,ring,l,1.0308,2.0308,1.0308,,True,1.0,cross_hand,True,False,"good, government, god, go, going, got, gone, goods, gold, ago, goes, governor"
175,ht,3670802795,0.0013018587622421166,alternate_hands,R,index,j,1.0,L,index,f,1.25,2.25,1.25,,True,1.0,cross_hand,False,False,"might, right, thought, light, night, brought, rights, weight, eight, daughter, ought, sight"
176,ru,3618438291,0.001283287568917398,alternate_hands,L,index,f,1.0308,R,index,j,1.0308,2.0616,1.0308,,False,0.0,cross_hand,False,False,"true, structure, rule, truth, run, rules, construction, trust, february, running, structures, russian"
177,ug,3606562400,0.001279075756509812,alternate_hands,R,index,j,1.0308,L,index,f,1.0,2.0308,1.0308,,True,1.0,cross_hand,False,False,"through, though, thought, although, enough, brought, throughout, august, suggested, daughter, ought, suggest"
178,ds,3560125353,0.0012626067496179288,same_hand_different_fingers,L,middle,d,0.0,L,ring,s,0.0,0.0,0.0,,False,0.0,outward,True,False,"words, hands, needs, methods, friends, towards, goods, records, standards, fields, kinds, funds"
179,lt,3486149365,0.001236370993149481,alternate_hands,R,ring,l,0.0,L,index,f,1.25,1.25,1.25,,True,1.0,cross_hand,True,False,"although, result, results, health, felt, difficult, culture, cultural, built, difficulty, agricultural, alternative"
180,pi,3470838749,0.001230941047519584,same_hand_different_fingers,R,pinky,;,1.0308,R,middle,k,1.0308,2.0616,1.0308,,False,0.0,inward,True,True,"capital, spirit, opinion, picture, despite, piece, hospital, spiritual, developing, empire, typical, rapidly"
181,rc,3422694015,0.0012138664054551589,same_hand_different_fingers,L,index,f,1.0308,L,middle,d,1.118,2.1488,1.118,,True,2.0,outward,False,False,"church, research, force, percent, source, march, forces, resources, circumstances, sources, exercise, commercial"
182,rr,3404547067,0.0012074305480743342,same_key,L,index,f,1.0308,L,index,f,1.0308,2.0616,1.0308,,False,0.0,same_finger,False,False,"current, carried, marriage, carry, married, arrived, correct, error, referred, occurred, corresponding, territory"
183,eg,3370515965,0.0011953613384758778,same_hand_different_fingers,L,middle,d,1.0308,L,index,f,1.0,2.0308,1.0308,,True,1.0,inward,False,False,"began, college, beginning, degree, region, legal, regard, begin, negative, regular, regarded, strategy"
184,au,3356322923,0.0011903277430684266,alternate_hands,L,pinky,a,0.0,R,index,j,1.0308,1.0308,1.0308,,True,1.0,cross_hand,True,True,"because, cause, authority, author, paul, august, caused, causes, beautiful, daughter, beauty, authorities"
185,ck,3316660134,0.0011762612425566196,alternate_hands,L,middle,d,1.118,R,middle,k,0.0,1.118,1.118,,True,1.0,cross_hand,False,False,"back, black, stock, lack, attack, quickly, rock, check, background, block, thick, neck"
186,ew,3293529190,0.0011680577993843661,same_hand_different_fingers,L,middle,d,1.0308,L,ring,s,1.0308,2.0616,1.0308,,False,0.0,outward,True,False,"new, few, view, knew, review, news, somewhat, views, jewish, jews, grew, interview"
187,mu,3231856188,0.001146185325560156,same_finger_different_key,R,index,j,1.118,R,index,j,1.0308,2.1488,1.118,2.136,True,2.0,same_finger,False,False,"must, much, community, music, communication, maximum, minimum, multiple, museum, communities, muscle, communist"
188,br,3145611704,0.0011155985184063137,same_finger_different_key,L,index,f,1.8028,L,index,f,1.0308,2.8336,1.8028,2.6575,True,2.0,same_finger,False,False,"brought, british, bring, library, brother, brown, britain, february, brain, break, broad, broken"
189,bi,3005679357,0.0010659711855756885,alternate_hands,L,index,f,1.8028,R,middle,k,1.0308,2.8336,1.8028,,True,2.0,cross_hand,False,False,"big, ability, bill, responsibility, ibid, birth, possibility, bit, combination, combined, bishop, birds"
190,pt,2982699529,0.0010578213360448539,alternate_hands,R,pinky,;,1.0308,L,index,f,1.25,2.2808,1.25,,False,0.0,cross_hand,True,True,"chapter, except, kept, attempt, september, concept, description, accepted, accept, captain, adopted, symptoms"
191,ak,2952167845,0.0010469932031918583,alternate_hands,L,pinky,a,0.0,R,middle,k,0.0,0.0,0.0,,False,0.0,cross_hand,True,True,"make, take, taken, making, makes, taking, takes, speak, speaking, lake, break, weak"
192,pu,2947681332,0.001045402050905247,same_hand_different_fingers,R,pinky,;,1.0308,R,index,j,1.0308,2.0616,1.0308,,False,0.0,inward,True,True,"public, put, population, purpose, published, popular, computer, purposes, output, pure, republic, publication"
193,ui,2852182384,0.0010115331265358833,same_hand_different_fingers,R,index,j,1.0308,R,middle,k,1.0308,2.0616,1.0308,,False,0.0,outward,False,False,"quite, required, building, built, require, quickly, equipment, requires, requirements, guide, build, buildings"
194,rg,2813274913,0.0009977345013122607,same_finger_different_key,L,index,f,1.0308,L,index,f,1.0,2.0308,1.0308,1.6008,True,1.0,same_finger,False,False,"large, energy, organization, george, larger, charge, argument, organizations, largely, organized, virginia, largest"
195,ib,2780268452,0.0009860286830313163,alternate_hands,R,middle,k,1.0308,L,index,f,1.8028,2.8336,1.8028,,True,2.0,cross_hand,False,False,"possible, described, distribution, library, impossible, responsibility, responsible, ibid, possibility, describe, possibly, liberty"
196,tl,2775935006,0.0009844918163128189,alternate_hands,L,index,f,1.25,R,ring,l,0.0,1.25,1.25,,True,1.0,cross_hand,True,False,"little, directly, frequently, title, battle, recently, exactly, apparently, slightly, greatly, settlement, partly"
197,ny,2760941827,0.0009791744504544292,same_finger_different_key,R,index,j,1.118,R,index,j,1.6008,2.7188,1.6008,2.136,True,2.0,same_finger,False,False,"any, many, company, anything, germany, anyone, colony, testimony, tiny, deny, harmony, anyway"
198,ki,2759841743,0.0009787843031012254,same_finger_different_key,R,middle,k,0.0,R,middle,k,1.0308,1.0308,1.0308,1.0308,True,1.0,same_finger,False,False,"making, king, kind, working, taking, looking, thinking, skin, speaking, kinds, kingdom, killed"
199,rk,2736041446,0.0009703434723282896,alternate_hands,L,index,f,1.0308,R,middle,k,0.0,1.0308,1.0308,,True,1.0,cross_hand,False,False,"work, york, working, market, works, workers, dark, worked, mark, network, marked, park"
200,ys,2730343336,0.0009683226243432593,alternate_hands,R,index,j,1.6008,L,ring,s,0.0,1.6008,1.6008,,True,1.0,cross_hand,True,False,"system, always, days, analysis, systems, says, physical, ways, myself, boys, plays, physician"
201,ob,2725791138,0.0009667081767183874,alternate_hands,R,ring,l,1.0308,L,index,f,1.8028,2.8336,1.8028,,True,2.0,cross_hand,True,False,"problem, problems, probably, object, obtained, job, observed, robert, october, objects, obtain, obvious"
202,mm,2708822249,0.0009606901207061564,same_key,R,index,j,1.118,R,index,j,1.118,2.2361,1.118,,False,0.0,same_finger,False,False,"common, community, committee, immediately, commission, command, communication, summer, commercial, immediate, mm, communities"
203,fu,2706168901,0.0009597491046570832,alternate_hands,L,index,f,0.0,R,index,j,1.0308,1.0308,1.0308,,True,1.0,cross_hand,False,False,"further, full, future, function, useful, functions, fully, successful, beautiful, powerful, carefully, fundamental"
204,ph,2661480326,0.0009439001974329991,same_hand_different_fingers,R,pinky,;,1.0308,R,index,j,1.0,2.0308,1.0308,,True,1.0,inward,True,True,"physical, phase, philosophy, joseph, emphasis, atmosphere, philadelphia, telephone, phone, phenomena, phenomenon, phrase"
205,og,2651165734,0.0009402421033527496,alternate_hands,R,ring,l,1.0308,L,index,f,1.0,2.0308,1.0308,,True,1.0,cross_hand,True,False,"together, program, progress, programs, technology, recognized, psychology, psychological, recognition, dog, recognize, logic"
206,ms,2617582287,0.0009283316556428383,alternate_hands,R,index,j,1.118,L,ring,s,0.0,1.118,1.118,,True,1.0,cross_hand,True,False,"himself, themselves, terms, problems, seems, systems, forms, circumstances, arms, programs, claims, items"
207,ye,2612941418,0.0009266857606412607,alternate_hands,R,index,j,1.6008,L,middle,d,1.0308,2.6316,1.6008,,False,0.0,cross_hand,False,False,"years, year, yet, eyes, yes, eye, employed, played, employees, layer, yellow, prayer"
208,ud,2577213760,0.0009140148635053416,alternate_hands,R,index,j,1.0308,L,middle,d,0.0,1.0308,1.0308,,True,1.0,cross_hand,False,False,"study, studies, students, including, include, included, student, judge, judgment, suddenly, includes, attitude"
209,mb,2544901434,0.0009025552218191082,alternate_hands,R,index,j,1.118,L,index,f,1.8028,2.9208,1.8028,,False,0.0,cross_hand,False,False,"number, members, member, numbers, remember, september, december, november, assembly, cambridge, combination, combined"
210,ip,2515455253,0.0008921120651337005,same_hand_different_fingers,R,middle,k,1.0308,R,pinky,;,1.0308,2.0616,1.0308,,False,0.0,outward,True,True,"relationship, principle, principles, description, principal, equipment, ship, relationships, leadership, multiple, ships, participation"
211,ub,2497666762,0.0008858033353629379,alternate_hands,R,index,j,1.0308,L,index,f,1.8028,2.8336,1.8028,,True,2.0,cross_hand,False,False,"public, subject, published, doubt, subjects, double, trouble, republic, subsequent, substance, publication, club"
212,oi,2474275212,0.0008775074676657127,same_hand_different_fingers,R,ring,l,1.0308,R,middle,k,1.0308,2.0616,1.0308,,False,0.0,inward,True,False,"point, going, points, doing, voice, oil, choice, soil, avoid, joint, appointed, pointed"
213,rl,2432373251,0.0008626468395880397,alternate_hands,L,index,f,1.0308,R,ring,l,0.0,1.0308,1.0308,,True,1.0,cross_hand,True,False,"world, early, particularly, earlier, clearly, nearly, charles, girl, girls, parliament, properly, fairly"
214,gu,2418410978,0.0008576950869440064,alternate_hands,L,index,f,1.0,R,index,j,1.0308,2.0308,1.0308,,True,1.0,cross_hand,False,False,"figure, language, august, figures, argument, regular, guide, distinguished, regulations, regulation, argued, begun"
215,dr,2409399231,0.0008544990498779348,same_hand_different_fingers,L,middle,d,0.0,L,index,f,1.0308,1.0308,1.0308,,True,1.0,inward,False,False,"children, hundred, address, drawn, dry, drug, drive, drawing, draw, dream, drugs, drop"
216,hr,2379584978,0.0008439253556003175,alternate_hands,R,index,j,1.0,L,index,f,1.0308,2.0308,1.0308,,True,1.0,cross_hand,False,False,"through, three, christian, throughout, christ, christianity, threat, christians, chronic, phrase, thrown, throw"
217,cc,2344219345,0.0008313828514739717,same_key,L,middle,d,1.118,L,middle,d,1.118,2.2361,1.118,,False,0.0,same_finger,False,False,"according, account, success, occur, access, successful, accepted, occurs, accept, occurred, occasion, accounts"
218,tw,2322619238,0.0008237223232097947,same_hand_different_fingers,L,index,f,1.25,L,ring,s,1.0308,2.2808,1.25,,False,0.0,outward,True,False,"two, between, twenty, network, twelve, twice, software, networks, twentieth, notwithstanding, outward, twin"
219,ft,2302659749,0.000816643643941075,same_finger_different_key,L,index,f,0.0,L,index,f,1.25,1.25,1.25,1.25,True,1.0,same_finger,False,False,"after, often, left, fifty, soft, afterwards, fifth, afternoon, shift, software, fifteen, gift"
220,wn,2227183930,0.0007898759689146779,alternate_hands,L,ring,s,1.0308,R,index,j,1.118,2.1488,1.118,,True,2.0,cross_hand,True,False,"own, down, known, shown, town, brown, drawn, crown, unknown, grown, owner, towns"
221,nu,2217508482,0.0007864445487428901,same_finger_different_key,R,index,j,1.118,R,index,j,1.0308,2.1488,1.118,2.0156,True,2.0,same_finger,False,False,"number, continued, numbers, minutes, january, continue, annual, numerous, minute, nuclear, continuous, revenue"
222,af,2092395523,0.000742072946387665,same_hand_different_fingers,L,pinky,a,0.0,L,index,f,0.0,0.0,0.0,,False,0.0,inward,True,True,"after, staff, affairs, africa, african, affected, safety, affect, safe, afterwards, afternoon, afraid"
223,hu,2077887429,0.0007369276170545124,same_finger_different_key,R,index,j,1.0,R,index,j,1.0308,2.0308,1.0308,1.25,True,1.0,same_finger,False,False,"thus, human, church, hundred, husband, churches, huge, arthur, massachusetts, humanity, hundreds, hurt"
224,nn,2051719074,0.0007276469489955757,same_key,R,index,j,1.118,R,index,j,1.118,2.2361,1.118,,False,0.0,same_finger,False,False,"beginning, manner, planning, connection, annual, running, connected, inner, dinner, personnel, channel, planned"
225,eo,2044268477,0.0007250045774136436,alternate_hands,L,middle,d,1.0308,R,ring,l,1.0308,2.0616,1.0308,,False,0.0,cross_hand,True,False,"people, theory, george, someone, moreover, theoretical, theories, peoples, theology, thereof, simultaneously, video"
226,vo,2004982879,0.0007110718485686386,alternate_hands,L,index,f,1.118,R,ring,l,1.0308,2.1488,1.118,,True,2.0,cross_hand,True,False,"vol, involved, voice, volume, revolution, avoid, von, vote, evolution, involves, favor, devoted"
227,rv,1953555667,0.000692833068035106,same_finger_different_key,L,index,f,1.0308,L,index,f,1.118,2.1488,1.118,2.136,True,2.0,same_finger,False,False,"service, services, observed, serve, served, survey, observations, observation, curve, interview, nerve, observe"
228,nf,1894270041,0.0006718072826705972,alternate_hands,R,index,j,1.118,L,index,f,0.0,1.118,1.118,,True,1.0,cross_hand,False,False,"information, influence, conference, conflict, confidence, informed, infection, unfortunately, influenced, confusion, infant, confirmed"
229,xp,1885334638,0.000668638321181966,alternate_hands,L,ring,s,1.118,R,pinky,;,1.0308,2.1488,1.118,,True,2.0,cross_hand,True,True,"experience, expected, expression, expressed, explain, explained, expect, express, experiences, experimental, explanation, experiments"
230,gn,1850801359,0.0006563910133406573,alternate_hands,L,index,f,1.0,R,index,j,1.118,2.118,1.118,,True,1.0,cross_hand,False,False,"foreign, design, significant, designed, sign, recognized, significance, signs, signal, campaign, recognition, recognize"
231,sm,1838392669,0.0006519902425265863,alternate_hands,L,ring,s,0.0,R,index,j,1.118,1.118,1.118,,True,1.0,cross_hand,True,False,"small, smith, smaller, assessment, criticism, mechanism, smile, smooth, mechanisms, transmission, smiled, smoke"
232,fl,1830098844,0.0006490488181701867,alternate_hands,L,index,f,0.0,R,ring,l,0.0,0.0,0.0,,False,0.0,cross_hand,True,False,"influence, flow, floor, conflict, flat, flowers, fluid, flight, reflected, reflect, influenced, reflection"
233,iz,1814164135,0.0006433975365040388,alternate_hands,R,middle,k,1.0308,L,pinky,a,1.118,2.1488,1.118,,True,2.0,cross_hand,True,True,"size, organization, organizations, recognized, citizens, organized, realized, recognize, elizabeth, realize, characterized, horizontal"
234,ok,1813376076,0.0006431180495439353,same_hand_different_fingers,R,ring,l,1.0308,R,middle,k,0.0,1.0308,1.0308,,True,1.0,inward,True,False,"book, took, look, looked, books, looking, broken, spoke, looks, broke, spoken, cook"
235,nl,1798491132,0.000637839069480425,same_hand_different_fingers,R,index,j,1.118,R,ring,l,0.0,1.118,1.118,,True,1.0,outward,True,False,"only, certainly, unless, suddenly, mainly, commonly, unlike, unlikely, online, enlarged, openly, stanley"
236,my,1753447198,0.0006218641333591955,same_finger_different_key,R,index,j,1.118,R,index,j,1.6008,2.7188,1.6008,2.6575,True,2.0,same_finger,False,False,"my, army, myself, economy, enemy, academy, mystery, myth, autonomy, mysterious, anatomy, myths"
237,gl,1709752272,0.0006063676260676287,alternate_hands,L,index,f,1.0,R,ring,l,0.0,1.0,1.0,,False,0.0,cross_hand,True,False,"english, single, england, glass, struggle, strongly, global, angle, increasingly, accordingly, glory, glad"
238,aw,1689436638,0.0005991626391450328,same_hand_different_fingers,L,pinky,a,0.0,L,ring,s,1.0308,1.0308,1.0308,,True,1.0,inward,True,True,"law, away, saw, laws, drawn, aware, drawing, draw, raw, awareness, lawyer, lawrence"
239,ju,1655210582,0.0005870242886563383,same_finger_different_key,R,index,j,0.0,R,index,j,1.0308,1.0308,1.0308,1.0308,True,1.0,same_finger,False,False,"just, june, july, justice, judge, judgment, injury, jurisdiction, judicial, judges, adjustment, jury"
240,oa,1620913259,0.00057486066316008,alternate_hands,R,ring,l,1.0308,L,pinky,a,0.0,1.0308,1.0308,,True,1.0,cross_hand,True,True,"approach, board, road, coast, broad, goal, goals, load, coal, boat, approaches, abroad"
241,eq,1614312175,0.0005725195733425061,same_hand_different_fingers,L,middle,d,1.0308,L,pinky,a,1.0308,2.0616,1.0308,,False,0.0,outward,True,True,"required, equal, frequently, require, equipment, requires, requirements, frequency, equation, equally, subsequent, consequence"
242,sy,1602829285,0.000568447139655051,alternate_hands,L,ring,s,0.0,R,index,j,1.6008,1.6008,1.6008,,True,1.0,cross_hand,True,False,"system, systems, easy, symptoms, psychology, psychological, pennsylvania, symbol, busy, syndrome, synthesis, sympathy"
243,sl,1575646777,0.0005588067998722335,alternate_hands,L,ring,s,0.0,R,ring,l,0.0,0.0,0.0,,False,0.0,cross_hand,True,False,"island, sleep, previously, slowly, slightly, slow, obviously, islands, legislation, translation, slave, slight"
