# provisional=true — until learner error/hesitation data exists (DEC-16)
# word_floor_subtlex_freqcount=250
# word_floor_subtlex_cdcount=100
# word_lower_ratio=0.5
# excluded_words=39
# word_floor_per_million=5.0
# source=Google Books word list ∩ SUBTLEX-US
# order=SUBTLEX-US frequency desc, then word
word,subtlex_freqcount,subtlex_cdcount,provisional
obey,456,340,True
planted,456,362,True
ritual,456,286,True
technique,456,357,True
various,456,386,True
dug,455,364,True
motorcycle,455,243,True
sins,455,329,True
whack,455,293,True
auction,454,203,True
contrary,454,409,True
weakness,454,385,True
journal,453,271,True
leaders,453,309,True
oven,453,331,True
spiritual,453,318,True
tender,453,380,True
worlds,453,298,True
dial,452,354,True
storage,452,326,True
advanced,451,359,True
grades,451,306,True
models,451,283,True
constantly,450,390,True
embarrass,450,378,True
fork,450,316,True
quitting,450,347,True
repair,450,350,True
reunion,450,270,True
accidentally,449,397,True
apologies,449,386,True
filed,449,373,True
lipstick,449,331,True
pepper,449,267,True
cities,448,348,True
cough,448,334,True
proposal,448,324,True
protest,448,305,True
recovered,448,359,True
rolls,448,356,True
unexpected,448,391,True
goddess,447,221,True
hurricane,447,178,True
mankind,447,334,True
returns,447,365,True
stab,447,320,True
waking,447,399,True
infection,446,296,True
swore,446,367,True
visitor,446,372,True
wrestling,446,229,True
beam,445,232,True
cease,445,298,True
reads,445,394,True
anyways,444,336,True
buttons,444,335,True
cannon,444,255,True
colour,444,302,True
conflict,444,337,True
crossing,444,380,True
deer,444,245,True
flu,444,255,True
objects,444,288,True
primary,444,324,True
shirts,444,333,True
shrimp,444,246,True
cemetery,443,273,True
balloon,442,261,True
chemistry,442,299,True
samples,442,311,True
sexually,442,321,True
excuses,441,371,True
fame,441,325,True
harmless,441,370,True
stuffed,441,389,True
throne,441,232,True
tin,441,269,True
drain,440,337,True
electrical,440,314,True
fold,440,320,True
morgue,440,269,True
pimp,440,237,True
requested,440,381,True
rig,440,268,True
setup,440,348,True
activities,439,353,True
distant,439,349,True
tan,439,280,True
briefcase,438,254,True
petty,438,362,True
symbol,438,335,True
vicious,438,360,True
beds,437,364,True
sleepy,437,351,True
vulnerable,437,387,True
banging,436,340,True
convenient,436,390,True
forbid,436,370,True
hack,436,288,True
increase,436,371,True
raid,436,280,True
reporters,436,291,True
seated,436,343,True
solo,436,290,True
tension,436,356,True
burst,435,366,True
curiosity,435,360,True
display,435,374,True
scares,435,383,True
slice,435,357,True
threaten,435,372,True
transmission,435,264,True
butcher,434,291,True
candidate,434,277,True
communicate,434,338,True
gallery,434,239,True
invasion,434,237,True
wee,434,212,True
laser,433,224,True
lunatic,433,345,True
rank,433,325,True
robe,433,278,True
til,433,215,True
compete,432,305,True
drum,432,270,True
ducks,432,200,True
kiddo,432,299,True
limo,432,257,True
reference,432,336,True
regarding,432,381,True
rolled,432,366,True
scar,432,307,True
senses,432,363,True
spill,432,356,True
spoiled,432,366,True
values,432,339,True
affection,431,334,True
chased,431,379,True
crushed,431,363,True
disappoint,431,389,True
madness,431,337,True
nickel,431,338,True
resistance,431,272,True
retirement,431,326,True
tremendous,431,342,True
adopted,430,283,True
betting,430,305,True
dizzy,430,357,True
software,430,163,True
anonymous,429,323,True
haircut,429,320,True
lads,429,169,True
recorded,429,334,True
rising,429,351,True
thrill,429,351,True
approval,428,333,True
determine,428,374,True
fry,428,329,True
horny,428,315,True
inn,428,177,True
instincts,428,311,True
scenes,428,280,True
sequence,428,200,True
courtroom,427,244,True
refrigerator,427,314,True
alibi,426,249,True
ceiling,426,350,True
compare,426,370,True
judges,426,275,True
ribs,426,302,True
sympathy,426,356,True
wig,426,246,True
bare,425,354,True
cabinet,425,312,True
cane,425,162,True
civilization,425,291,True
doorbell,425,269,True
indicate,425,365,True
nearby,425,376,True
pointing,425,363,True
formal,424,360,True
generally,424,367,True
jar,424,297,True
plague,424,254,True
apples,423,225,True
emotion,423,341,True
reminded,423,376,True
tore,423,374,True
tramp,423,262,True
arrival,422,354,True
footage,422,256,True
freaks,422,317,True
fur,422,285,True
infected,422,263,True
misunderstanding,422,361,True
philosophy,422,324,True
prior,422,336,True
scores,422,292,True
cocaine,421,215,True
depth,421,261,True
illusion,421,305,True
native,421,306,True
phony,421,322,True
qualified,421,363,True
replaced,421,357,True
residence,421,342,True
smash,421,315,True
tossed,421,320,True
writes,421,342,True
convicted,420,306,True
lung,420,239,True
technical,420,324,True
visions,420,219,True
wished,420,355,True
fortunate,419,354,True
mature,419,331,True
perspective,419,337,True
radiation,419,205,True
sang,419,310,True
sources,419,325,True
sweating,419,336,True
yacht,419,197,True
genuine,418,349,True
larger,418,352,True
shield,418,256,True
strings,418,334,True
deeds,417,191,True
insisted,417,370,True
autograph,416,273,True
dedicated,416,370,True
judging,416,363,True
trains,416,264,True
doomed,415,315,True
established,415,373,True
minimum,415,363,True
pad,415,327,True
presume,415,362,True
traditional,415,346,True
courtesy,414,357,True
kicks,414,351,True
panties,414,261,True
scandal,414,307,True
slaves,414,206,True
abandon,413,312,True
allergic,413,306,True
capacity,413,332,True
consciousness,413,277,True
girlfriends,413,329,True
improve,413,356,True
instrument,413,313,True
pony,413,261,True
ski,413,222,True
sleeps,413,344,True
whispering,413,274,True
artists,412,285,True
needing,412,383,True
reaching,412,357,True
hose,411,295,True
messenger,411,283,True
missiles,411,150,True
mole,411,162,True
versus,411,325,True
breeze,410,324,True
rash,410,291,True
stream,410,294,True
tray,410,281,True
ankle,409,286,True
candle,409,291,True
couples,409,303,True
defence,409,207,True
devoted,409,341,True
disgrace,409,336,True
exception,409,375,True
identification,409,301,True
pale,409,333,True
recover,409,351,True
surgical,409,235,True
worship,409,294,True
attacking,408,333,True
bubble,408,292,True
circles,408,335,True
dreadful,408,314,True
manual,408,299,True
pod,408,128,True
tuna,408,244,True
cooperation,407,337,True
eternity,407,301,True
floors,407,300,True
grandson,407,246,True
password,407,191,True
rainbow,407,232,True
symptoms,407,275,True
chapel,406,174,True
depression,406,304,True
dip,406,317,True
existed,406,349,True
scaring,406,355,True
searched,406,320,True
tricky,406,316,True
tuck,406,262,True
watches,406,328,True
aggressive,405,323,True
author,405,251,True
batteries,405,261,True
forgiveness,405,299,True
martini,405,233,True
monkeys,405,256,True
sickness,405,321,True
businessman,404,325,True
decides,404,363,True
meals,404,349,True
popped,404,352,True
proves,404,344,True
pulls,404,343,True
skill,404,327,True
smelled,404,352,True
sneaking,404,345,True
connections,403,338,True
contacts,403,309,True
finishing,403,366,True
focused,403,342,True
uniforms,403,282,True
wandering,403,325,True
whisper,403,300,True
climbing,402,316,True
duties,402,332,True
hustle,402,266,True
largest,402,328,True
method,402,300,True
proposition,402,310,True
welfare,402,267,True
ditch,401,308,True
formula,401,184,True
images,401,281,True
lounge,401,273,True
mere,401,336,True
minus,401,250,True
prosecution,401,207,True
wiped,401,354,True
accurate,400,344,True
arrow,400,197,True
assist,400,344,True
attic,400,237,True
backs,400,367,True
forehead,400,336,True
sis,400,217,True
votes,400,154,True
apologise,399,249,True
defending,399,333,True
groom,399,250,True
saddle,399,265,True
bracelet,398,193,True
communications,398,283,True
controls,398,302,True
destroying,398,352,True
disguise,398,290,True
exclusive,398,317,True
flattered,398,359,True
kisses,398,308,True
shiny,398,328,True
thoughtful,398,343,True
cue,397,293,True
embassy,397,182,True
gossip,397,282,True
grounded,397,272,True
hamburger,397,247,True
ox,397,179,True
rack,397,320,True
relative,397,324,True
sausage,397,226,True
soil,397,291,True
creating,396,319,True
husbands,396,314,True
institution,396,317,True
maximum,396,309,True
vital,396,354,True
addition,395,361,True
aspirin,395,293,True
bore,395,340,True
graduated,395,332,True
gratitude,395,338,True
liquid,395,282,True
principle,395,316,True
theirs,395,347,True
adore,394,294,True
arriving,394,340,True
blackmail,394,260,True
persons,394,288,True
poisoned,394,263,True
rot,394,348,True
corporation,393,260,True
expenses,393,316,True
remembers,393,327,True
rider,393,209,True
risky,393,333,True
shaft,393,204,True
attempted,392,323,True
deaths,392,311,True
receiving,392,323,True
auto,391,289,True
cans,391,293,True
completed,391,325,True
drowned,391,281,True
insanity,391,287,True
interrupting,391,352,True
sunny,391,291,True
switched,391,331,True
groans,390,203,True
importance,390,334,True
inspired,390,320,True
instinct,390,320,True
magician,390,191,True
passage,390,291,True
sub,390,144,True
terminal,390,249,True
content,389,319,True
pickup,389,292,True
pilots,389,177,True
unto,389,251,True
zip,389,279,True
belief,388,311,True
exhibit,388,239,True
legally,388,335,True
recipe,388,274,True
spite,388,336,True
spoon,388,270,True
administration,387,286,True
chains,387,274,True
forbidden,387,268,True
pointed,387,351,True
stove,387,282,True
declare,386,320,True
embrace,386,322,True
karate,386,138,True
masters,386,231,True
nations,386,247,True
possibilities,386,294,True
seed,386,278,True
wired,386,329,True
bass,385,224,True
bold,385,323,True
genetic,385,261,True
muscles,385,309,True
peanuts,385,213,True
peculiar,385,297,True
prep,385,295,True
prostitute,385,210,True
react,385,331,True
trophy,385,225,True
violation,385,297,True
accomplished,384,346,True
legitimate,384,304,True
offended,384,327,True
savings,384,305,True
throws,384,329,True
winds,384,298,True
hunch,383,292,True
offers,383,341,True
backed,382,330,True
bombing,382,188,True
centuries,382,302,True
chili,382,202,True
ego,382,310,True
flames,382,292,True
included,382,341,True
ink,382,276,True
jolly,382,235,True
nearest,382,343,True
nicer,382,346,True
protocol,382,265,True
rum,382,204,True
skies,382,282,True
ton,382,320,True
umbrella,382,209,True
carriage,381,241,True
executed,381,281,True
float,381,308,True
mobile,381,271,True
sings,381,310,True
tortured,381,306,True
approximately,380,321,True
chess,380,189,True
expense,380,326,True
favors,380,329,True
observation,380,318,True
outstanding,380,293,True
potion,380,112,True
advertising,379,235,True
aisle,379,284,True
bathing,379,272,True
benefits,379,282,True
concrete,379,272,True
consent,379,280,True
contacted,379,316,True
dealt,379,341,True
gesture,379,323,True
guessed,379,346,True
haunted,379,241,True
occur,379,337,True
ol,379,229,True
racket,379,300,True
receipt,379,281,True
anchor,378,188,True
income,378,278,True
injuries,378,291,True
pipes,378,256,True
ruining,378,332,True
colored,377,219,True
cousins,377,259,True
cursed,377,272,True
distracted,377,327,True
heel,377,281,True
logical,377,308,True
weekends,377,319,True
guidance,376,262,True
heights,376,248,True
monk,376,150,True
prescription,376,273,True
prices,376,305,True
sucking,376,321,True
wealthy,376,318,True
bothers,375,325,True
brutal,375,312,True
efforts,375,336,True
fist,375,293,True
freshman,375,233,True
pirate,375,163,True
regard,375,316,True
sharks,375,173,True
tide,375,279,True
tops,375,327,True
achieve,374,317,True
boobs,374,233,True
ideal,374,309,True
lobster,374,201,True
owed,374,311,True
precinct,374,213,True
puzzle,374,248,True
refer,374,333,True
resident,374,242,True
spinning,374,290,True
agenda,373,272,True
balcony,373,267,True
breakdown,373,290,True
casual,373,279,True
casualties,373,263,True
melt,373,267,True
misses,373,310,True
performed,373,321,True
suspended,373,285,True
suspicion,373,308,True
armor,372,197,True
bizarre,372,319,True
canceled,372,288,True
celebrity,372,272,True
claimed,372,323,True
clears,372,273,True
panel,372,253,True
begged,371,326,True
distress,371,262,True
draft,371,300,True
follows,371,325,True
illness,371,281,True
jammed,371,308,True
nightmares,371,274,True
shitty,371,283,True
boxing,370,174,True
continued,370,330,True
elected,370,280,True
factor,370,286,True
gathering,370,315,True
jewels,370,193,True
organ,370,246,True
salute,370,258,True
scheme,370,296,True
tick,370,204,True
whipped,370,269,True
abortion,369,155,True
backyard,369,281,True
dorm,369,187,True
honorable,369,263,True
jewel,369,180,True
liable,369,296,True
ordering,369,324,True
bent,368,301,True
bully,368,264,True
drowning,368,285,True
honesty,368,298,True
mutual,368,320,True
platoon,368,123,True
presentation,368,260,True
rally,368,207,True
standards,368,313,True
annual,367,314,True
drums,367,217,True
integrity,367,286,True
inviting,367,328,True
limits,367,315,True
nailed,367,325,True
notify,367,308,True
posted,367,327,True
published,367,262,True
scrambled,367,246,True
trips,367,304,True
wooden,367,276,True
bounty,366,170,True
demonstration,366,269,True
intentions,366,297,True
prosecutor,366,162,True
quicker,366,314,True
rely,366,328,True
reserve,366,277,True
rides,366,309,True
ants,365,147,True
cheek,365,280,True
folk,365,267,True
gracious,365,279,True
noises,365,287,True
savage,365,234,True
amongst,364,322,True
attending,364,269,True
disorder,364,246,True
fuss,364,324,True
jaw,364,283,True
occasionally,364,333,True
substance,364,271,True
calendar,363,229,True
carnival,363,177,True
confusion,363,314,True
jelly,363,240,True
sells,363,300,True
weigh,363,283,True
dearest,362,272,True
fatal,362,310,True
fighters,362,183,True
harsh,362,314,True
hysterical,362,304,True
inspiration,362,289,True
medium,362,280,True
situations,362,317,True
submarine,362,140,True
bam,361,228,True
compound,361,239,True
haul,361,299,True
meters,361,200,True
ridge,361,193,True
strain,361,291,True
buys,360,326,True
cooler,360,279,True
expose,360,306,True
gag,360,271,True
herd,360,195,True
lifted,360,301,True
sector,360,216,True
caring,359,321,True
feds,359,205,True
nowadays,359,304,True
objective,359,270,True
pursuit,359,282,True
sentimental,359,287,True
tales,359,246,True
compromise,358,279,True
congratulate,358,309,True
cord,358,264,True
experiences,358,273,True
guardian,358,247,True
length,358,270,True
mule,358,213,True
narrow,358,309,True
smashed,358,301,True
sting,358,265,True
strict,358,318,True
beautifully,357,293,True
closes,357,291,True
fax,357,230,True
lonesome,357,190,True
plead,357,249,True
resting,357,316,True
smoked,357,285,True
automatic,356,274,True
controlled,356,297,True
cries,356,281,True
grunts,356,175,True
lands,356,252,True
officials,356,263,True
relaxed,356,290,True
shoots,356,292,True
tobacco,356,214,True
intimate,355,297,True
nun,355,175,True
originally,355,299,True
satisfaction,355,304,True
shelf,355,274,True
stepping,355,315,True
subjects,355,263,True
wires,355,281,True
blaming,354,311,True
emotionally,354,302,True
grease,354,271,True
hobby,354,262,True
household,354,299,True
moonlight,354,255,True
semester,354,250,True
stud,354,269,True
subtle,354,302,True
tolerate,354,312,True
volume,354,293,True
voted,354,268,True
cleaner,353,279,True
compliments,353,299,True
convincing,353,314,True
geek,353,237,True
knives,353,269,True
commanding,352,232,True
crab,352,188,True
elements,352,277,True
explaining,352,326,True
fountain,352,237,True
myth,352,250,True
opposed,352,286,True
pervert,352,253,True
resort,352,264,True
servants,352,270,True
speaker,352,266,True
bolt,351,226,True
currently,351,324,True
domestic,351,298,True
gravity,351,265,True
label,351,256,True
pledge,351,231,True
razor,351,252,True
teenager,351,288,True
chow,350,221,True
clamp,350,159,True
clearance,350,237,True
dispatch,350,251,True
eager,350,307,True
eighth,350,256,True
electronic,350,243,True
faggot,350,208,True
messy,350,300,True
slick,350,263,True
sorrow,350,243,True
teenage,350,273,True
visited,350,313,True
bean,349,220,True
collecting,349,298,True
complaints,349,305,True
maintenance,349,262,True
mug,349,260,True
plea,349,215,True
restaurants,349,272,True
shovel,349,252,True
attraction,348,263,True
avoiding,348,291,True
coordinates,348,205,True
hardware,348,271,True
races,348,227,True
conscious,347,273,True
jackass,347,275,True
pose,347,256,True
sensible,347,289,True
blocked,346,301,True
colleague,346,276,True
experts,346,274,True
nickname,346,261,True
slightest,346,313,True
sophisticated,346,304,True
touches,346,308,True
troubled,346,288,True
affected,345,304,True
anxiety,345,265,True
classified,345,241,True
dudes,345,228,True
loop,345,255,True
wakes,345,308,True
lottery,344,166,True
med,344,230,True
obligation,344,280,True
painter,344,192,True
psych,344,226,True
remaining,344,287,True
spreading,344,293,True
theft,344,291,True
driveway,343,249,True
items,343,267,True
proposed,343,266,True
psychological,343,281,True
referring,343,317,True
traveled,343,288,True
confidential,342,276,True
feast,342,236,True
hardest,342,310,True
logic,342,264,True
negotiate,342,256,True
online,342,241,True
pirates,342,148,True
preacher,342,145,True
rabbi,342,131,True
rarely,342,315,True
sponge,342,227,True
strongly,342,300,True
swallowed,342,301,True
baked,341,268,True
detectives,341,230,True
locks,341,280,True
lodge,341,180,True
scissors,341,207,True
accidents,340,281,True
bonds,340,212,True
cigars,340,224,True
circuit,340,271,True
drivers,340,234,True
finals,340,167,True
leap,340,265,True
possessed,340,266,True
respects,340,287,True
targets,340,238,True
brakes,339,241,True
dreamt,339,258,True
enforcement,339,258,True
galaxy,339,152,True
guaranteed,339,295,True
humiliated,339,302,True
proven,339,310,True
threats,339,274,True
urge,339,307,True
wishing,339,280,True
disagree,338,308,True
disk,338,128,True
dot,338,184,True
element,338,266,True
endless,338,290,True
feather,338,231,True
greedy,338,281,True
inappropriate,338,284,True
responsibilities,338,299,True
vegetables,338,266,True
bicycle,337,239,True
democracy,337,216,True
frequency,337,231,True
funds,337,257,True
jeans,337,243,True
mattress,337,230,True
melody,337,139,True
memo,337,189,True
rejected,337,276,True
tubes,337,211,True
withdraw,337,232,True
catches,336,308,True
copper,336,183,True
innocence,336,247,True
notion,336,292,True
offices,336,266,True
promising,336,298,True
respected,336,299,True
warriors,336,182,True
coal,335,168,True
dragging,335,303,True
experiments,335,196,True
mice,335,197,True
amateur,334,273,True
architect,334,169,True
consideration,334,310,True
gown,334,263,True
internet,334,210,True
marching,334,238,True
miracles,334,227,True
ninth,334,255,True
pier,334,213,True
pregnancy,334,220,True
salmon,334,184,True
siren,334,229,True
starboard,334,138,True
carries,333,295,True
charts,333,228,True
declared,333,291,True
detention,333,163,True
engineering,333,216,True
gasoline,333,218,True
hike,333,252,True
registration,333,241,True
survivors,333,218,True
beep,332,209,True
cancelled,332,245,True
colleagues,332,272,True
doubts,332,279,True
risks,332,265,True
urine,332,223,True
vain,332,251,True
airline,331,189,True
approved,331,272,True
clearing,331,291,True
explosives,331,207,True
forgiven,331,251,True
kidnap,331,227,True
laboratory,331,196,True
morphine,331,187,True
pronounce,331,292,True
rehab,331,195,True
riot,331,252,True
robbing,331,236,True
significant,331,281,True
vows,331,199,True
choke,330,272,True
granddaughter,330,203,True
involve,330,311,True
lined,330,292,True
methods,330,268,True
wardrobe,330,240,True
beeping,329,163,True
cheerleader,329,184,True
growth,329,243,True
mansion,329,208,True
mustard,329,227,True
naive,329,283,True
phoned,329,249,True
fart,328,202,True
happiest,328,289,True
rabbits,328,171,True
ram,328,197,True
stew,328,212,True
altogether,327,269,True
click,327,220,True
creeps,327,283,True
discharge,327,238,True
drift,327,255,True
extend,327,299,True
ginger,327,203,True
offensive,327,251,True
pursue,327,287,True
quest,327,196,True
reservations,327,265,True
tearing,327,292,True
whereabouts,327,286,True
canal,326,183,True
carrier,326,160,True
cups,326,254,True
customs,326,236,True
hangs,326,288,True
healing,326,254,True
literature,326,246,True
persuade,326,276,True
psychotic,326,243,True
tech,326,215,True
earthquake,325,186,True
hay,325,200,True
hereby,325,271,True
initial,325,281,True
performing,325,268,True
purchase,325,268,True
regulations,325,241,True
roots,325,270,True
tribe,325,192,True
backing,324,278,True
bein,324,219,True
cereal,324,223,True
chap,324,228,True
convict,324,209,True
depressing,324,278,True
frighten,324,267,True
intact,324,279,True
peach,324,212,True
shares,324,194,True
spilled,324,283,True
surf,324,158,True
wealth,324,241,True
bake,323,231,True
breed,323,248,True
companion,323,247,True
counted,323,290,True
establish,323,279,True
lighting,323,243,True
lions,323,163,True
nursing,323,242,True
outrageous,323,278,True
pond,323,207,True
underwater,323,214,True
winners,323,223,True
absence,322,285,True
footsteps,322,240,True
hairy,322,237,True
settlement,322,216,True
shipment,322,218,True
shipping,322,235,True
stripes,322,176,True
tasty,322,256,True
crashing,321,282,True
curtains,321,236,True
deceased,321,241,True
diving,321,189,True
global,321,196,True
prophecy,321,118,True
worms,321,199,True
bunk,320,235,True
charging,320,265,True
clues,320,234,True
elegant,320,240,True
faced,320,294,True
lease,320,201,True
liking,320,290,True
spark,320,224,True
syndrome,320,191,True
velvet,320,154,True
authorized,319,245,True
bourbon,319,223,True
compassion,319,265,True
deliberately,319,269,True
ignorant,319,274,True
puke,319,262,True
scenario,319,265,True
serves,319,297,True
timer,319,171,True
baggage,318,224,True
coverage,318,238,True
define,318,252,True
figuring,318,267,True
overtime,318,261,True
retarded,318,210,True
scrub,318,216,True
sperm,318,161,True
straw,318,246,True
ashore,317,168,True
bluff,317,215,True
brat,317,228,True
breach,317,220,True
cavalry,317,186,True
clowns,317,234,True
erase,317,226,True
explore,317,270,True
meter,317,230,True
replacement,317,254,True
treats,317,276,True
alcoholic,316,246,True
assured,316,287,True
bedtime,316,279,True
crib,316,212,True
custom,316,263,True
horns,316,242,True
mines,316,192,True
overcome,316,269,True
pine,316,211,True
smiles,316,260,True
stain,316,242,True
struggling,316,270,True
unnecessary,316,280,True
wheelchair,316,216,True
accountant,315,191,True
camping,315,185,True
civilized,315,258,True
dental,315,234,True
distinguished,315,256,True
drunken,315,265,True
elsewhere,315,283,True
est,315,203,True
hospitals,315,258,True
hottest,315,272,True
lasted,315,294,True
shocking,315,267,True
applied,314,262,True
definite,314,267,True
engage,314,243,True
fare,314,248,True
pudding,314,200,True
starve,314,263,True
acknowledge,313,250,True
booty,313,170,True
earrings,313,196,True
elbow,313,249,True
entertain,313,265,True
essay,313,128,True
physician,313,235,True
platform,313,223,True
represents,313,276,True
scam,313,225,True
swinging,313,254,True
yelled,313,278,True
abilities,312,209,True
den,312,219,True
habits,312,290,True
heavily,312,277,True
ironic,312,268,True
pinch,312,261,True
products,312,243,True
rendezvous,312,223,True
stadium,312,184,True
bathtub,311,224,True
cloth,311,236,True
debts,311,228,True
investigator,311,188,True
journalist,311,185,True
lawsuit,311,208,True
stack,311,269,True
unpleasant,311,268,True
vast,311,264,True
bumped,310,272,True
chorus,310,210,True
contain,310,275,True
creation,310,247,True
es,310,161,True
fiction,310,225,True
invention,310,195,True
isolated,310,264,True
ketchup,310,190,True
positively,310,278,True
pounding,310,256,True
antique,309,248,True
bats,309,150,True
comb,309,221,True
correctly,309,282,True
hips,309,225,True
noodles,309,118,True
protective,309,261,True
sunrise,309,228,True
articles,308,232,True
bribe,308,240,True
cured,308,242,True
dash,308,220,True
directed,308,246,True
encourage,308,274,True
musician,308,208,True
ahold,307,263,True
luxury,307,272,True
mi,307,161,True
rushing,307,270,True
surprising,307,276,True
waits,307,230,True
civilians,306,213,True
depending,306,285,True
exotic,306,260,True
furious,306,251,True
garlic,306,192,True
insulted,306,259,True
niggers,306,137,True
passionate,306,263,True
principles,306,238,True
printed,306,267,True
vehicles,306,210,True
voyage,306,201,True
brake,305,196,True
bubbles,305,197,True
differences,305,272,True
eliminate,305,257,True
generations,305,263,True
poster,305,218,True
sincere,305,245,True
steer,305,237,True
trading,305,230,True
compartment,304,169,True
confessed,304,219,True
costumes,304,200,True
graves,304,194,True
scent,304,236,True
shade,304,252,True
stereo,304,216,True
supervisor,304,240,True
boil,303,255,True
conviction,303,237,True
cracking,303,261,True
parlor,303,228,True
peak,303,215,True
ropes,303,229,True
shook,303,251,True
slipping,303,274,True
writers,303,195,True
assassin,302,188,True
colony,302,128,True
dances,302,227,True
flashlight,302,210,True
poisoning,302,226,True
pouring,302,276,True
slack,302,257,True
spaghetti,302,194,True
stamp,302,222,True
wit,302,227,True
wolves,302,179,True
groceries,301,228,True
handwriting,301,224,True
holler,301,228,True
ignored,301,261,True
lighten,301,272,True
mortgage,301,214,True
murderers,301,231,True
nude,301,195,True
organs,301,214,True
pigeon,301,181,True
regrets,301,240,True
reliable,301,272,True
rib,301,214,True
shallow,301,246,True
skate,301,123,True
stir,301,250,True
tomato,301,203,True
additional,300,274,True
ammunition,300,193,True
biological,300,222,True
coats,300,219,True
courts,300,229,True
cycle,300,235,True
destination,300,239,True
glue,300,220,True
harassment,300,188,True
humiliating,300,251,True
hunger,300,237,True
inspection,300,211,True
modest,300,272,True
pals,300,241,True
shorter,300,261,True
sloppy,300,256,True
deadline,299,220,True
despair,299,239,True
probation,299,180,True
sofa,299,226,True
tequila,299,207,True
universal,299,191,True
wander,299,255,True
accomplish,298,263,True
battalion,298,140,True
divide,298,247,True
documentary,298,133,True
fastest,298,234,True
feature,298,234,True
housekeeper,298,170,True
poke,298,229,True
recognise,298,225,True
revealed,298,268,True
shaving,298,251,True
spends,298,267,True
desperately,297,267,True
fuzzy,297,205,True
muffin,297,154,True
pajamas,297,205,True
pressed,297,264,True
sour,297,250,True
whales,297,103,True
whores,297,199,True
wonders,297,260,True
chambers,296,153,True
contracts,296,210,True
definition,296,230,True
economy,296,217,True
martial,296,159,True
queer,296,210,True
slam,296,239,True
troop,296,138,True
vet,296,193,True
busting,295,260,True
directors,295,206,True
hilarious,295,247,True
neighbourhood,295,205,True
obliged,295,229,True
presented,295,265,True
remembering,295,250,True
spells,295,213,True
streak,295,213,True
sweetest,295,249,True
tow,295,196,True
cheque,294,151,True
classy,294,245,True
cracker,294,202,True
disco,294,153,True
frightening,294,257,True
tab,294,232,True
trusting,294,264,True
vacuum,294,208,True
variety,294,253,True
blocking,293,246,True
collected,293,256,True
consistent,293,224,True
dam,293,124,True
facial,293,238,True
glow,293,232,True
jealousy,293,229,True
occupied,293,253,True
orphan,293,190,True
questioned,293,256,True
resent,293,241,True
roller,293,193,True
scored,293,226,True
spine,293,241,True
suing,293,177,True
tasted,293,249,True
wheat,293,203,True
appreciated,292,273,True
bodyguard,292,160,True
butts,292,232,True
janitor,292,179,True
naval,292,167,True
owners,292,223,True
prettiest,292,239,True
sticky,292,237,True
automobile,291,193,True
cakes,291,192,True
chemicals,291,187,True
cuff,291,237,True
era,291,209,True
exposure,291,240,True
feathers,291,204,True
flood,291,202,True
handful,291,258,True
medic,291,164,True
millionaire,291,213,True
nicest,291,255,True
towns,291,210,True
vegetable,291,238,True
witnessed,291,252,True
accuse,290,233,True
attract,290,242,True
clip,290,222,True
crooked,290,245,True
database,290,227,True
generator,290,162,True
mentally,290,230,True
pets,290,213,True
resume,290,239,True
tails,290,207,True
tease,290,242,True
toad,290,130,True
announced,289,247,True
cafeteria,289,218,True
collapsed,289,229,True
crackers,289,171,True
craft,289,206,True
crook,289,196,True
dolls,289,199,True
expedition,289,143,True
feared,289,251,True
intel,289,158,True
interrogation,289,211,True
lethal,289,235,True
masks,289,211,True
obsession,289,224,True
onions,289,182,True
pressing,289,260,True
scoop,289,210,True
spectacular,289,241,True
cozy,288,251,True
delight,288,237,True
entertaining,288,261,True
inevitable,288,252,True
orbit,288,142,True
respectable,288,235,True
seeking,288,250,True
shack,288,196,True
travels,288,256,True
ultimately,288,241,True
adjust,287,248,True
blamed,287,252,True
chauffeur,287,148,True
essence,287,239,True
farther,287,231,True
fireworks,287,174,True
preserve,287,233,True
suction,287,166,True
tomb,287,140,True
developing,286,254,True
doom,286,173,True
evacuate,286,186,True
fade,286,205,True
intent,286,236,True
oak,286,187,True
owl,286,137,True
promoted,286,232,True
quarrel,286,198,True
relevant,286,226,True
satisfy,286,256,True
scope,286,193,True
sleeve,286,241,True
consult,285,233,True
conversations,285,254,True
difficulty,285,258,True
felony,285,224,True
fitting,285,252,True
homecoming,285,128,True
knots,285,170,True
poop,285,178,True
presidential,285,162,True
projects,285,208,True
rubbish,285,193,True
speeches,285,200,True
audio,284,188,True
corridor,284,207,True
defeated,284,223,True
dove,284,133,True
encounter,284,251,True
framed,284,219,True
heartbeat,284,235,True
listed,284,244,True
lust,284,211,True
programs,284,214,True
relieve,284,233,True
shells,284,200,True
taller,284,242,True
trainer,284,146,True
vest,284,203,True
collapse,283,191,True
execute,283,215,True
foreman,283,166,True
gorilla,283,156,True
issued,283,241,True
misunderstood,283,250,True
rodeo,283,109,True
stressed,283,228,True
transportation,283,248,True
vanished,283,244,True
burglar,282,135,True
concentration,282,217,True
educated,282,232,True
freeway,282,178,True
ghetto,282,133,True
grid,282,190,True
heavenly,282,205,True
identical,282,228,True
loosen,282,253,True
maiden,282,209,True
moose,282,126,True
profits,282,199,True
punched,282,235,True
shuttle,282,129,True
strawberry,282,166,True
submit,282,217,True
veins,282,254,True
assassination,281,176,True
bloom,281,168,True
butterfly,281,186,True
chewing,281,212,True
examination,281,207,True
