bigram,bigram_rank,word_rank,word,word_count
rm,146,6,army,123310034
rm,146,7,german,111778665
rm,146,8,normal,110176830
rm,146,9,performance,103654915
rm,146,10,former,101846921
rm,146,11,determined,94480905
rm,146,12,formed,91737307
ep,147,1,report,151675470
ep,147,2,keep,147405178
ep,147,3,department,121167286
ep,147,4,except,116721782
ep,147,5,kept,102131747
ep,147,6,deep,95321084
ep,147,7,step,93522951
ep,147,8,reported,88357597
ep,147,9,independent,82973548
ep,147,10,separate,76484418
ep,147,11,september,74566913
ep,147,12,concept,73598965
tt,148,1,little,442854872
tt,148,2,better,225159108
tt,148,3,matter,198029580
tt,148,4,letter,137746343
tt,148,5,written,134806145
tt,148,6,attention,128701456
tt,148,7,committee,118868748
tt,148,8,latter,116154349
tt,148,9,letters,86483192
tt,148,10,attempt,85325513
tt,148,11,getting,73375416
tt,148,12,pattern,73371169
oc,149,1,social,362939226
oc,149,2,process,261231720
oc,149,3,society,226962849
oc,149,4,local,188970118
oc,149,5,association,103663697
oc,149,6,associated,101716328
oc,149,7,stock,81089976
oc,149,8,occur,79479712
oc,149,9,processes,76196139
oc,149,10,october,75987271
oc,149,11,procedure,66904035
oc,149,12,occurs,60130691
fa,150,1,fact,303323018
fa,150,2,far,288760391
fa,150,3,family,275638251
fa,150,4,father,210972103
fa,150,5,face,184744335
fa,150,6,surface,145677703
fa,150,7,factors,104238296
fa,150,8,fall,98777178
fa,150,9,faith,91679190
fa,150,10,factor,80951457
fa,150,11,failure,73834492
fa,150,12,families,70068465
ef,151,1,before,605166565
ef,151,2,left,306802162
ef,151,3,therefore,256680119
ef,151,4,effect,227026494
ef,151,5,effects,137897766
ef,151,6,chief,104936898
ef,151,7,effective,93845257
ef,151,8,reference,88812899
ef,151,9,defined,79139469
ef,151,10,useful,78871232
ef,151,11,effort,75329669
ef,151,12,efforts,70808999
cu,152,1,particular,188618420
cu,152,2,current,138569643
cu,152,3,difficult,130577321
cu,152,4,particularly,121435155
cu,152,5,culture,116003133
cu,152,6,cut,103037571
cu,152,7,discussion,95836510
cu,152,8,security,94081024
cu,152,9,cultural,89796487
cu,152,10,circumstances,82859794
cu,152,11,occur,79479712
cu,152,12,discussed,75791362
rn,153,1,government,390643826
rn,153,2,international,163591875
rn,153,3,return,141090661
rn,153,4,modern,134920850
rn,153,5,turn,134505772
rn,153,6,turned,127075437
rn,153,7,morning,109646842
rn,153,8,journal,107491373
rn,153,9,western,106592600
rn,153,10,learning,103238640
rn,153,11,born,90297418
rn,153,12,concerned,83350541
sc,154,1,school,286198020
sc,154,2,science,141250014
sc,154,3,described,131540958
sc,154,4,schools,102673006
sc,154,5,discussion,95836510
sc,154,6,scale,87945524
sc,154,7,discussed,75791362
sc,154,8,description,71716121
sc,154,9,scientific,71545578
sc,154,10,scene,59437019
sc,154,11,discovered,52126341
sc,154,12,consciousness,48106772
gi,155,1,given,370958373
gi,155,2,give,275807450
gi,155,3,religious,117449364
gi,155,4,beginning,114330225
gi,155,5,original,114070624
gi,155,6,region,99947510
gi,155,7,religion,95336728
gi,155,8,gives,93485484
gi,155,9,giving,82617922
gi,155,10,girl,75288361
gi,155,11,begin,69317502
gi,155,12,origin,59234974
da,156,1,day,471012276
da,156,2,data,254114763
da,156,3,days,235135424
da,156,4,standard,111899749
da,156,5,today,108960014
da,156,6,date,99163252
da,156,7,dark,83668292
da,156,8,daily,74143745
da,156,9,david,67869725
da,156,10,daughter,64124472
da,156,11,standards,58856766
da,156,12,canada,54216137
yo,157,1,you,2337737641
yo,157,2,your,750769635
yo,157,3,york,287117910
yo,157,4,young,233692423
yo,157,5,beyond,118422939
yo,157,6,everyone,55441727
yo,157,7,anyone,52719421
yo,157,8,yourself,51542943
yo,157,9,youth,51315735
yo,157,10,younger,33702891
yo,157,11,yours,19274997
yo,157,12,mayor,17099215
cr,158,1,increase,146162071
cr,158,2,described,131540958
cr,158,3,across,125969728
cr,158,4,increased,122496287
cr,158,5,cross,92631653
cr,158,6,created,80763009
cr,158,7,critical,76145395
cr,158,8,create,72032879
cr,158,9,description,71716121
cr,158,10,increasing,69530493
cr,158,11,secretary,66502317
cr,158,12,credit,63361824
cl,159,1,class,193633305
cl,159,2,clear,155451094
cl,159,3,including,153800374
cl,159,4,close,144027294
cl,159,5,include,113661157
cl,159,6,clearly,97843943
cl,159,7,included,87961423
cl,159,8,article,86017205
cl,159,9,claim,71229695
cl,159,10,classes,65300245
cl,159,11,closed,59054121
cl,159,12,conclusion,56665504
du,160,1,during,448173996
du,160,2,education,209865301
du,160,3,individual,199046341
du,160,4,production,165669185
du,160,5,due,164237479
du,160,6,industry,114733976
du,160,7,produced,111503587
du,160,8,product,96228667
du,160,9,produce,95384159
du,160,10,products,92985765
du,160,11,individuals,87854335
du,160,12,industrial,86710235
ga,161,1,against,410444403
ga,161,2,again,326183679
ga,161,3,began,163262683
ga,161,4,gave,153925918
ga,161,5,organization,117575520
ga,161,6,legal,91243628
ga,161,7,regard,81462519
ga,161,8,gas,71631004
ga,161,9,negative,68431010
ga,161,10,game,59438950
ga,161,11,organizations,57029267
ga,161,12,regarded,56261135
qu,162,1,question,222529720
qu,162,2,quite,173456485
qu,162,3,required,157770281
qu,162,4,questions,120973232
qu,162,5,quality,110037183
qu,162,6,equal,103238744
qu,162,7,frequently,81661621
qu,162,8,require,68399544
qu,162,9,quickly,67282635
qu,162,10,equipment,64858025
qu,162,11,square,63228484
qu,162,12,requires,61891844
ue,163,1,value,251727013
ue,163,2,question,222529720
ue,163,3,true,209902030
ue,163,4,due,164237479
ue,163,5,influence,139632645
ue,163,6,values,133213477
ue,163,7,continued,123662279
ue,163,8,questions,120973232
ue,163,9,issue,103420145
ue,163,10,issues,94936661
ue,163,11,frequently,81661621
ue,163,12,blue,72974499
ff,164,1,different,381761001
ff,164,2,off,302535533
ff,164,3,effect,227026494
ff,164,4,office,166126353
ff,164,5,effects,137897766
ff,164,6,difficult,130577321
ff,164,7,difference,110581448
ff,164,8,effective,93845257
ff,164,9,differences,87593624
ff,164,10,staff,77708958
ff,164,11,sufficient,75910173
ff,164,12,effort,75329669
ba,165,1,back,406548203
ba,165,2,based,197020666
ba,165,3,probably,154301146
ba,165,4,basis,123422191
ba,165,5,bank,107713584
ba,165,6,basic,102960618
ba,165,7,base,86517782
ba,165,8,bad,85320148
ba,165,9,husband,74612454
ba,165,10,balance,65883702
ba,165,11,battle,65239064
ba,165,12,urban,55345225
ey,166,1,they,2462131290
ey,166,2,money,182729316
ey,166,3,eyes,172228666
ey,166,4,beyond,118422939
ey,166,5,key,83552147
ey,166,6,eye,82308670
ey,166,7,survey,56062675
ey,166,8,valley,49963758
ey,166,9,journey,36673282
ey,166,10,attorney,24987364
ey,166,11,grey,21553374
ey,166,12,jersey,17265384
ls,167,1,also,1038616504
ls,167,2,cells,111296827
ls,167,3,schools,102673006
ls,167,4,else,94712154
ls,167,5,levels,92296964
ls,167,6,materials,91143958
ls,167,7,individuals,87854335
ls,167,8,animals,76126929
ls,167,9,models,58647771
ls,167,10,girls,55618263
ls,167,11,details,54834084
ls,167,12,walls,53543364
va,168,1,value,251727013
va,168,2,various,197327756
va,168,3,available,150037688
va,168,4,values,133213477
va,168,5,private,132458739
va,168,6,variety,73108031
va,168,7,advantage,63931110
va,168,8,van,54213864
va,168,9,advanced,52030761
va,168,10,valley,49963758
va,168,11,variable,49568655
va,168,12,evaluation,46767422
um,169,1,number,421670920
um,169,2,human,279027691
um,169,3,volume,102231218
um,169,4,numbers,86377548
um,169,5,circumstances,82859794
um,169,6,summer,71669834
um,169,7,argument,64366769
um,169,8,numerous,59170232
um,169,9,maximum,56689718
um,169,10,assumed,52011524
um,169,11,medium,51316760
um,169,12,sum,50642558
pp,170,1,support,182544724
pp,170,2,approach,125032805
pp,170,3,appear,113979614
pp,170,4,appears,102703030
pp,170,5,application,99149278
pp,170,6,applied,95584186
pp,170,7,appeared,88081092
pp,170,8,supply,87778086
pp,170,9,upper,82015080
pp,170,10,appropriate,80022252
pp,170,11,opportunity,72227568
pp,170,12,appearance,65998192
ua,171,1,individual,199046341
ua,171,2,language,180585791
ua,171,3,usually,178737795
ua,171,4,situation,134610698
ua,171,5,quality,110037183
ua,171,6,equal,103238744
ua,171,7,actually,96637249
ua,171,8,individuals,87854335
ua,171,9,actual,81881900
ua,171,10,january,77148384
ua,171,11,annual,66566187
ua,171,12,square,63228484
up,172,1,up,975409474
up,172,2,upon,532434413
up,172,3,group,284672959
up,172,4,support,182544724
up,172,5,groups,159418843
up,172,6,supply,87778086
up,172,7,upper,82015080
up,172,8,suppose,55746581
up,172,9,supposed,51153222
up,172,10,supreme,49685496
up,172,11,supported,48200932
up,172,12,superior,45506576
lu,173,1,value,251727013
lu,173,2,including,153800374
lu,173,3,influence,139632645
lu,173,4,values,133213477
lu,173,5,include,113661157
lu,173,6,solution,106000254
lu,173,7,volume,102231218
lu,173,8,included,87961423
lu,173,9,failure,73834492
lu,173,10,blue,72974499
lu,173,11,revolution,68999580
lu,173,12,conclusion,56665504
go,174,1,good,509939542
go,174,2,government,390643826
go,174,3,god,368677508
go,174,4,go,323996019
go,174,5,going,207111364
go,174,6,got,162985190
go,174,7,gone,81987916
go,174,8,goods,79809435
go,174,9,gold,77223152
go,174,10,ago,73358573
go,174,11,goes,63818616
go,174,12,governor,59443896
ht,175,1,might,409560494
ht,175,2,right,405717045
ht,175,3,thought,292090261
ht,175,4,light,223142561
ht,175,5,night,177813198
ht,175,6,brought,167509544
ht,175,7,rights,138786228
ht,175,8,weight,88931850
ht,175,9,eight,81515476
ht,175,10,daughter,64124472
ht,175,11,ought,57330059
ht,175,12,sight,52878422
ru,176,1,true,209902030
ru,176,2,structure,150602123
ru,176,3,rule,126808176
ru,176,4,truth,118722538
ru,176,5,run,109873076
ru,176,6,rules,95446866
ru,176,7,construction,78888353
ru,176,8,trust,66094897
ru,176,9,february,62666912
ru,176,10,running,60367634
ru,176,11,structures,54296986
ru,176,12,russian,53427209
ug,177,1,through,647091198
ug,177,2,though,315756488
ug,177,3,thought,292090261
ug,177,4,although,269984217
ug,177,5,enough,188948038
ug,177,6,brought,167509544
ug,177,7,throughout,96182381
ug,177,8,august,75950243
ug,177,9,suggested,72555131
ug,177,10,daughter,64124472
ug,177,11,ought,57330059
ug,177,12,suggest,53090345
ds,178,1,words,227368818
ds,178,2,hands,140696114
ds,178,3,needs,116865318
ds,178,4,methods,115683616
ds,178,5,friends,114335214
ds,178,6,towards,111513874
ds,178,7,goods,79809435
ds,178,8,records,62192421
ds,178,9,standards,58856766
ds,178,10,fields,58098390
ds,178,11,kinds,54492074
ds,178,12,funds,46652294
lt,179,1,although,269984217
lt,179,2,result,199933678
lt,179,3,results,180160027
lt,179,4,health,172752751
lt,179,5,felt,148292456
lt,179,6,difficult,130577321
lt,179,7,culture,116003133
lt,179,8,cultural,89796487
lt,179,9,built,88977072
lt,179,10,difficulty,57686471
lt,179,11,agricultural,53759359
lt,179,12,alternative,50908630
pi,180,1,capital,125735242
pi,180,2,spirit,123746611
pi,180,3,opinion,99413974
pi,180,4,picture,80466092
pi,180,5,despite,64074399
pi,180,6,piece,63366737
pi,180,7,hospital,62742412
pi,180,8,spiritual,59185069
pi,180,9,developing,53771963
pi,180,10,empire,51178024
pi,180,11,typical,49958657
pi,180,12,rapidly,47062588
rc,181,1,church,228296650
rc,181,2,research,210101214
rc,181,3,force,179566043
rc,181,4,percent,126774559
rc,181,5,source,122508876
rc,181,6,march,111017382
rc,181,7,forces,103159527
rc,181,8,resources,92890018
rc,181,9,circumstances,82859794
rc,181,10,sources,75269037
rc,181,11,exercise,72067303
rc,181,12,commercial,63306941
rr,182,1,current,138569643
rr,182,2,carried,110953787
rr,182,3,marriage,75597009
rr,182,4,carry,67589761
rr,182,5,married,64470207
rr,182,6,arrived,60190022
rr,182,7,correct,58484354
rr,182,8,error,56750399
rr,182,9,referred,56063992
rr,182,10,occurred,52908644
rr,182,11,corresponding,44418215
rr,182,12,territory,43074107
eg,183,1,began,163262683
eg,183,2,college,114625844
eg,183,3,beginning,114330225
eg,183,4,degree,111537970
eg,183,5,region,99947510
eg,183,6,legal,91243628
eg,183,7,regard,81462519
eg,183,8,begin,69317502
eg,183,9,negative,68431010
eg,183,10,regular,56846646
eg,183,11,regarded,56261135
eg,183,12,strategy,48202749
au,184,1,because,612321946
au,184,2,cause,162187677
au,184,3,authority,116697449
au,184,4,author,99092074
au,184,5,paul,78063298
au,184,6,august,75950243
au,184,7,caused,75022109
au,184,8,causes,69543312
au,184,9,beautiful,68637744
au,184,10,daughter,64124472
au,184,11,beauty,48841623
au,184,12,authorities,46280314
ck,185,1,back,406548203
ck,185,2,black,181542099
ck,185,3,stock,81089976
ck,185,4,lack,74862176
ck,185,5,attack,68207552
ck,185,6,quickly,67282635
ck,185,7,rock,54562355
ck,185,8,check,53673380
ck,185,9,background,47910118
ck,185,10,block,43360201
ck,185,11,thick,37256214
ck,185,12,neck,35691613
ew,186,1,new,1073292865
ew,186,2,few,321537010
ew,186,3,view,213769776
ew,186,4,knew,145643159
ew,186,5,review,102040164
ew,186,6,news,75088462
ew,186,7,somewhat,69242663
ew,186,8,views,59730863
ew,186,9,jewish,55777800
ew,186,10,jews,46670246
ew,186,11,grew,40866628
ew,186,12,interview,37673067
mu,187,1,must,662994536
mu,187,2,much,601262291
mu,187,3,community,162100278
mu,187,4,music,102628158
mu,187,5,communication,72359865
mu,187,6,maximum,56689718
mu,187,7,minimum,45947751
mu,187,8,multiple,45911282
mu,187,9,museum,43016395
mu,187,10,communities,42897617
mu,187,11,muscle,38020671
mu,187,12,communist,34495839
br,188,1,brought,167509544
br,188,2,british,164541425
br,188,3,bring,105435509
br,188,4,library,83724358
br,188,5,brother,77196407
br,188,6,brown,75023376
br,188,7,britain,65825505
br,188,8,february,62666912
br,188,9,brain,59381487
br,188,10,break,53238563
br,188,11,broad,51818891
br,188,12,broken,51748053
bi,189,1,big,99488298
bi,189,2,ability,81500208
bi,189,3,bill,77905466
bi,189,4,responsibility,60772473
bi,189,5,ibid,58856383
bi,189,6,birth,57685653
bi,189,7,possibility,54751196
bi,189,8,bit,53761826
bi,189,9,combination,45760019
bi,189,10,combined,45652734
bi,189,11,bishop,42588641
bi,189,12,birds,38724537
pt,190,1,chapter,263277218
pt,190,2,except,116721782
pt,190,3,kept,102131747
pt,190,4,attempt,85325513
pt,190,5,september,74566913
pt,190,6,concept,73598965
pt,190,7,description,71716121
pt,190,8,accepted,65209499
pt,190,9,accept,58101526
pt,190,10,captain,58049580
pt,190,11,adopted,53907273
pt,190,12,symptoms,44991990
ak,191,1,make,502804979
ak,191,2,take,378659319
ak,191,3,taken,244444700
ak,191,4,making,204240192
ak,191,5,makes,125236883
ak,191,6,taking,119919305
ak,191,7,takes,84145451
ak,191,8,speak,83469645
ak,191,9,speaking,58740614
ak,191,10,lake,56494737
ak,191,11,break,53238563
ak,191,12,weak,39075586
pu,192,1,public,342759195
pu,192,2,put,234694082
pu,192,3,population,143726550
pu,192,4,purpose,139327457
pu,192,5,published,107976995
pu,192,6,popular,80074272
pu,192,7,computer,72150984
pu,192,8,purposes,70367846
pu,192,9,output,63738756
pu,192,10,pure,53373446
pu,192,11,republic,45512010
pu,192,12,publication,41331048
ui,193,1,quite,173456485
ui,193,2,required,157770281
ui,193,3,building,125844801
ui,193,4,built,88977072
ui,193,5,require,68399544
ui,193,6,quickly,67282635
ui,193,7,equipment,64858025
ui,193,8,requires,61891844
ui,193,9,requirements,60035392
ui,193,10,guide,49387650
ui,193,11,build,45266402
ui,193,12,buildings,43891696
rg,194,1,large,342399659
rg,194,2,energy,142518230
rg,194,3,organization,117575520
rg,194,4,george,96604675
rg,194,5,larger,89837443
rg,194,6,charge,80928075
rg,194,7,argument,64366769
rg,194,8,organizations,57029267
rg,194,9,largely,54329890
rg,194,10,organized,45586545
rg,194,11,virginia,40157053
rg,194,12,largest,39215237
ib,195,1,possible,272346265
ib,195,2,described,131540958
ib,195,3,distribution,98801980
ib,195,4,library,83724358
ib,195,5,impossible,69416389
ib,195,6,responsibility,60772473
ib,195,7,responsible,60225845
ib,195,8,ibid,58856383
ib,195,9,possibility,54751196
ib,195,10,describe,47790971
ib,195,11,possibly,46098126
ib,195,12,liberty,41758592
tl,196,1,little,442854872
tl,196,2,directly,90710253
tl,196,3,frequently,81661621
tl,196,4,title,71430817
tl,196,5,battle,65239064
tl,196,6,recently,56016797
tl,196,7,exactly,54905332
tl,196,8,apparently,54311901
tl,196,9,slightly,49008791
tl,196,10,greatly,47054034
tl,196,11,settlement,42141902
tl,196,12,partly,41029655
ny,197,1,any,983649138
ny,197,2,many,732675942
ny,197,3,company,228554181
ny,197,4,anything,125837838
ny,197,5,germany,77889212
ny,197,6,anyone,52719421
ny,197,7,colony,25803265
ny,197,8,testimony,25291884
ny,197,9,tiny,21124843
ny,197,10,deny,20177524
ny,197,11,harmony,19864719
ny,197,12,anyway,18991677
ki,198,1,making,204240192
ki,198,2,king,203072868
ki,198,3,kind,184534482
ki,198,4,working,149602561
ki,198,5,taking,119919305
ki,198,6,looking,104343071
ki,198,7,thinking,85735136
ki,198,8,skin,61261984
ki,198,9,speaking,58740614
ki,198,10,kinds,54492074
ki,198,11,kingdom,54451671
ki,198,12,killed,51036703
rk,199,1,work,621797228
rk,199,2,york,287117910
rk,199,3,working,149602561
rk,199,4,market,146995195
rk,199,5,works,134992496
rk,199,6,workers,107751613
rk,199,7,dark,83668292
rk,199,8,worked,71844417
rk,199,9,mark,64363165
rk,199,10,network,60296197
rk,199,11,marked,57927946
rk,199,12,park,50025256
ys,200,1,system,428655277
ys,200,2,always,289326176
ys,200,3,days,235135424
ys,200,4,analysis,172535798
ys,200,5,systems,143847585
ys,200,6,says,140186080
ys,200,7,physical,125807765
ys,200,8,ways,113283389
ys,200,9,myself,90480990
ys,200,10,boys,58466042
ys,200,11,plays,35487791
ys,200,12,physician,26680397
ob,201,1,problem,207066989
ob,201,2,problems,182033209
ob,201,3,probably,154301146
ob,201,4,object,119195088
ob,201,5,obtained,105602979
ob,201,6,job,100179458
ob,201,7,observed,96654419
ob,201,8,robert,76162406
ob,201,9,october,75987271
ob,201,10,objects,71202828
ob,201,11,obtain,59149618
ob,201,12,obvious,50765830
mm,202,1,common,232507127
mm,202,2,community,162100278
mm,202,3,committee,118868748
mm,202,4,immediately,92279838
mm,202,5,commission,85299537
mm,202,6,command,74409169
mm,202,7,communication,72359865
mm,202,8,summer,71669834
mm,202,9,commercial,63306941
mm,202,10,immediate,53728272
mm,202,11,mm,44843227
mm,202,12,communities,42897617
fu,203,1,further,210653665
fu,203,2,full,197457082
fu,203,3,future,151100623
fu,203,4,function,147417217
fu,203,5,useful,78871232
fu,203,6,functions,76050556
fu,203,7,fully,72304884
fu,203,8,successful,69664268
fu,203,9,beautiful,68637744
fu,203,10,powerful,59473409
fu,203,11,carefully,50418784
fu,203,12,fundamental,48892606
ph,204,1,physical,125807765
ph,204,2,phase,73292544
ph,204,3,philosophy,68932185
ph,204,4,joseph,44179896
ph,204,5,emphasis,41070816
ph,204,6,atmosphere,34654170
ph,204,7,philadelphia,32089662
ph,204,8,telephone,32006278
ph,204,9,phone,31061391
ph,204,10,phenomena,29252468
ph,204,11,phenomenon,28180781
ph,204,12,phrase,27484220
og,205,1,together,202762516
og,205,2,program,144947729
og,205,3,progress,77622452
og,205,4,programs,75509847
og,205,5,technology,74134226
og,205,6,recognized,52054489
og,205,7,psychology,44607456
og,205,8,psychological,43473392
og,205,9,recognition,42129847
og,205,10,dog,39834624
og,205,11,recognize,35347311
og,205,12,logic,32859550
ms,206,1,himself,311869400
ms,206,2,themselves,216975281
ms,206,3,terms,183434872
ms,206,4,problems,182033209
ms,206,5,seems,158520801
ms,206,6,systems,143847585
ms,206,7,forms,136468034
ms,206,8,circumstances,82859794
ms,206,9,arms,80956755
ms,206,10,programs,75509847
ms,206,11,claims,53166860
ms,206,12,items,50843917
ye,207,1,years,563247544
ye,207,2,year,377400785
ye,207,3,yet,298106656
ye,207,4,eyes,172228666
ye,207,5,yes,96899883
ye,207,6,eye,82308670
ye,207,7,employed,70975469
ye,207,8,played,51444945
ye,207,9,employees,50221274
ye,207,10,layer,43318510
ye,207,11,yellow,43313338
ye,207,12,prayer,36923132
ud,208,1,study,251146114
ud,208,2,studies,159772512
ud,208,3,students,154638455
ud,208,4,including,153800374
ud,208,5,include,113661157
ud,208,6,included,87961423
ud,208,7,student,81078065
ud,208,8,judge,63704000
ud,208,9,judgment,62468378
ud,208,10,suddenly,58025537
ud,208,11,includes,54737180
ud,208,12,attitude,54217753
mb,209,1,number,421670920
mb,209,2,members,190942415
mb,209,3,member,102879701
mb,209,4,numbers,86377548
mb,209,5,remember,80168659
mb,209,6,september,74566913
mb,209,7,december,74262603
mb,209,8,november,68507059
mb,209,9,assembly,52014340
mb,209,10,cambridge,50069839
mb,209,11,combination,45760019
mb,209,12,combined,45652734
ip,210,1,relationship,115960669
ip,210,2,principle,92207363
ip,210,3,principles,90657731
ip,210,4,description,71716121
ip,210,5,principal,70383823
ip,210,6,equipment,64858025
ip,210,7,ship,60998012
ip,210,8,relationships,57294609
ip,210,9,leadership,46477353
ip,210,10,multiple,45911282
ip,210,11,ships,40502437
ip,210,12,participation,37850164
ub,211,1,public,342759195
ub,211,2,subject,207720288
ub,211,3,published,107976995
ub,211,4,doubt,86837636
ub,211,5,subjects,72417020
ub,211,6,double,60894167
ub,211,7,trouble,49989978
ub,211,8,republic,45512010
ub,211,9,subsequent,45054171
ub,211,10,substance,43655267
ub,211,11,publication,41331048
ub,211,12,club,39030470
oi,212,1,point,333858038
oi,212,2,going,207111364
oi,212,3,points,115158315
oi,212,4,doing,109588230
oi,212,5,voice,105822860
oi,212,6,oil,94078195
oi,212,7,choice,78633933
oi,212,8,soil,71250643
oi,212,9,avoid,60713817
oi,212,10,joint,56586193
oi,212,11,appointed,49781170
oi,212,12,pointed,49433730
rl,213,1,world,505870068
rl,213,2,early,262989441
rl,213,3,particularly,121435155
rl,213,4,earlier,102977377
rl,213,5,clearly,97843943
rl,213,6,nearly,97223334
rl,213,7,charles,84830217
rl,213,8,girl,75288361
rl,213,9,girls,55618263
rl,213,10,parliament,50072826
rl,213,11,properly,39744589
rl,213,12,fairly,38802658
gu,214,1,figure,273002399
gu,214,2,language,180585791
gu,214,3,august,75950243
gu,214,4,figures,72916620
gu,214,5,argument,64366769
gu,214,6,regular,56846646
gu,214,7,guide,49387650
gu,214,8,distinguished,39048756
gu,214,9,regulations,37055824
gu,214,10,regulation,36136309
gu,214,11,argued,35414701
gu,214,12,begun,33448079
dr,215,1,children,336723802
dr,215,2,hundred,114288698
dr,215,3,address,68024298
dr,215,4,drawn,64897953
dr,215,5,dry,56573384
dr,215,6,drug,50643230
dr,215,7,drive,50557448
dr,215,8,drawing,46624405
dr,215,9,draw,45968756
dr,215,10,dream,38843330
dr,215,11,drugs,35996062
dr,215,12,drop,35273150
hr,216,1,through,647091198
hr,216,2,three,487787199
hr,216,3,christian,102337125
hr,216,4,throughout,96182381
hr,216,5,christ,95948428
hr,216,6,christianity,30190177
hr,216,7,threat,28788554
hr,216,8,christians,28521242
hr,216,9,chronic,27677747
hr,216,10,phrase,27484220
hr,216,11,thrown,26054292
hr,216,12,throw,23746663
cc,217,1,according,178815411
cc,217,2,account,162780963
cc,217,3,success,93383234
cc,217,4,occur,79479712
cc,217,5,access,70273491
cc,217,6,successful,69664268
cc,217,7,accepted,65209499
cc,217,8,occurs,60130691
cc,217,9,accept,58101526
cc,217,10,occurred,52908644
cc,217,11,occasion,51973402
cc,217,12,accounts,50003184
tw,218,1,two,1034082956
tw,218,2,between,744064796
tw,218,3,twenty,119057697
tw,218,4,network,60296197
tw,218,5,twelve,45408778
tw,218,6,twice,36389658
tw,218,7,software,34239916
tw,218,8,networks,22753122
tw,218,9,twentieth,22490243
tw,218,10,notwithstanding,17282107
tw,218,11,outward,13737679
tw,218,12,twin,9301785
ft,219,1,after,802220137
ft,219,2,often,325385700
ft,219,3,left,306802162
ft,219,4,fifty,47736764
ft,219,5,soft,44445491
ft,219,6,afterwards,40203907
ft,219,7,fifth,36788809
ft,219,8,afternoon,35038656
ft,219,9,shift,34815041
ft,219,10,software,34239916
ft,219,11,fifteen,33467697
ft,219,12,gift,31714744
wn,220,1,own,524268424
wn,220,2,down,422555509
wn,220,3,known,242748318
wn,220,4,shown,164618363
wn,220,5,town,128248209
wn,220,6,brown,75023376
wn,220,7,drawn,64897953
wn,220,8,crown,41604115
wn,220,9,unknown,40948477
wn,220,10,grown,38488707
wn,220,11,owner,38006556
wn,220,12,towns,35442693
nu,221,1,number,421670920
nu,221,2,continued,123662279
nu,221,3,numbers,86377548
nu,221,4,minutes,81117083
nu,221,5,january,77148384
nu,221,6,continue,72786692
nu,221,7,annual,66566187
nu,221,8,numerous,59170232
nu,221,9,minute,44151006
nu,221,10,nuclear,40670112
nu,221,11,continuous,37843432
nu,221,12,revenue,34609143
af,222,1,after,802220137
af,222,2,staff,77708958
af,222,3,affairs,68716682
af,222,4,africa,67945763
af,222,5,african,62023623
af,222,6,affected,52197554
af,222,7,safety,50958691
af,222,8,affect,44051003
af,222,9,safe,42324033
af,222,10,afterwards,40203907
af,222,11,afternoon,35038656
af,222,12,afraid,33286929
hu,223,1,thus,352803269
hu,223,2,human,279027691
hu,223,3,church,228296650
hu,223,4,hundred,114288698
hu,223,5,husband,74612454
hu,223,6,churches,35069579
hu,223,7,huge,32885590
hu,223,8,arthur,26797985
hu,223,9,massachusetts,24982048
hu,223,10,humanity,24337098
hu,223,11,hundreds,24247479
hu,223,12,hurt,23688898
nn,224,1,beginning,114330225
nn,224,2,manner,114272160
nn,224,3,planning,76437277
nn,224,4,connection,67589468
nn,224,5,annual,66566187
nn,224,6,running,60367634
nn,224,7,connected,53595524
nn,224,8,inner,44668216
nn,224,9,dinner,36739600
nn,224,10,personnel,34510595
nn,224,11,channel,34173998
nn,224,12,planned,29869157
eo,225,1,people,658716166
eo,225,2,theory,168319212
eo,225,3,george,96604675
eo,225,4,someone,69306780
eo,225,5,moreover,57580480
eo,225,6,theoretical,36201869
eo,225,7,theories,35246058
eo,225,8,peoples,26408427
eo,225,9,theology,22759656
eo,225,10,thereof,22315098
eo,225,11,simultaneously,21892003
eo,225,12,video,19194893
vo,226,1,vol,110098926
vo,226,2,involved,106252318
vo,226,3,voice,105822860
vo,226,4,volume,102231218
vo,226,5,revolution,68999580
vo,226,6,avoid,60713817
vo,226,7,von,43697723
vo,226,8,vote,38825455
vo,226,9,evolution,38753951
vo,226,10,involves,34963051
vo,226,11,favor,33056700
vo,226,12,devoted,31462187
rv,227,1,service,214015710
rv,227,2,services,138796737
rv,227,3,observed,96654419
rv,227,4,serve,67412909
rv,227,5,served,59581886
rv,227,6,survey,56062675
rv,227,7,observations,43301782
rv,227,8,observation,41311239
rv,227,9,curve,39528834
rv,227,10,interview,37673067
rv,227,11,nerve,32996075
rv,227,12,observe,30190962
nf,228,1,information,285127664
nf,228,2,influence,139632645
nf,228,3,conference,64052525
nf,228,4,conflict,62738701
nf,228,5,confidence,46039551
nf,228,6,informed,34787210
nf,228,7,infection,31129653
nf,228,8,unfortunately,28512689
nf,228,9,influenced,27485755
nf,228,10,confusion,26766526
nf,228,11,infant,24901850
nf,228,12,confirmed,24716985
xp,229,1,experience,182659383
xp,229,2,expected,97832275
xp,229,3,expression,90569415
xp,229,4,expressed,70616426
xp,229,5,explain,61797995
xp,229,6,explained,53735335
xp,229,7,expect,50284219
xp,229,8,express,49344208
xp,229,9,experiences,46697064
xp,229,10,experimental,46456700
xp,229,11,explanation,45534202
xp,229,12,experiments,44913370
gn,230,1,foreign,155858655
